,Title,Console,Genre,Critic_Score,Total_Sales,NorthAmerica_Sales,Japan_Sales,EuropeAndAfrica_Sales,World_Sales,Release_Year
8210,Brain Boost: Gamma Wave,DS,Puzzle,5.2,0.15,0.14,0.0,0.0,0.01,2006
8211,The Sims Medieval: Pirates and Nobles,PC,Simulation,5.5,0.15,0.05,0.0,0.08,0.01,2011
8212,The Sims 3: Seasons,PC,Simulation,5.5,0.15,0.0,0.0,0.14,0.01,2012
8213,Scripps Spelling Bee,DS,Simulation,5.5,0.15,0.14,0.0,0.0,0.01,2010
8214,Farm Frenzy: Animal Country,DS,Simulation,5.5,0.15,0.13,0.0,0.01,0.01,2010
8215,Top Gun: Combat Zones,GC,Simulation,5.5,0.15,0.12,0.0,0.03,0.0,2002
8216,Burger Island,Wii,Simulation,5.5,0.15,0.14,0.0,0.0,0.01,2009
8217,Farming Simulator 2013,PS3,Simulation,5.5,0.15,0.0,0.02,0.1,0.02,2013
8218,Space Camp,DS,Action,5.5,0.15,0.14,0.0,0.0,0.01,2009
8219,Toukiden 2,PSV,Action,5.5,0.15,0.02,0.13,0.0,0.01,2017
8220,Fantastic Four: Rise of the Silver Surfer,PS3,Action,5.5,0.15,0.12,0.0,0.02,0.02,2007
8221,Ultimate Spider-Man,DS,Action,5.5,0.15,0.14,0.0,0.0,0.01,2005
8222,Pressure Cooker,2600,Action,5.5,0.15,0.14,0.0,0.01,0.0,1983
8223,The Terminator: Dawn of Fate,XB,Action,5.5,0.15,0.11,0.0,0.03,0.01,2002
8224,Prince of Persia: The Forgotten Sands,DS,Action,5.5,0.15,0.14,0.0,0.01,0.01,2010
8225,Fire Emblem Warriors,3DS,Action,5.5,0.15,0.07,0.04,0.03,0.01,2017
8226,Earth Defense Force 2025,X360,Shooter,5.5,0.15,0.07,0.05,0.03,0.01,2014
8227,Infected,PSP,Shooter,7.3,0.15,0.14,0.0,0.0,0.01,2005
8228,Gunslingers,Wii,Shooter,7.3,0.15,0.07,0.0,0.06,0.02,2011
8229,Metal Gear Solid: Peace Walker HD Edition,PS3,Action,7.3,0.15,0.0,0.15,0.0,0.0,0
8230,LEGO Ninjago: Shadow of Ronin,PSV,Action,7.3,0.15,0.01,0.0,0.11,0.03,2015
8231,Gundam Breaker 2,PS3,Action,7.3,0.15,0.0,0.15,0.0,0.0,2014
8232,Spongebob Squarepants / Fairly Odd Parents Double Pack,GBA,Action,7.3,0.15,0.11,0.0,0.04,0.0,2005
8233,SpongeBob's Truth or Square,DS,Action,7.3,0.15,0.07,0.0,0.07,0.01,2009
8234,Shenmue II,DC,Adventure,8.7,0.15,0.0,0.15,0.0,0.0,2001
8235,Dragon Quest Builders 2,PS4,Adventure,8.7,0.15,0.0,0.15,0.0,0.0,2019
8236,Prince of Persia: The Two Thrones,GC,Adventure,8.7,0.15,0.11,0.0,0.03,0.0,2005
8237,Ore no Imouto ga Konna ni Kawaii wake ga Nai Portable,PSP,Adventure,8.7,0.15,0.0,0.15,0.0,0.0,2011
8238,Nancy Drew: The White Wolf of Icicle Creek,Wii,Adventure,8.7,0.15,0.14,0.0,0.0,0.01,2008
8239,Galerians,PS,Adventure,8.7,0.15,0.08,0.0,0.06,0.01,2000
8240,"Warhammer 40,000: Fire Warrior",PS2,Shooter,8.7,0.15,0.08,0.0,0.06,0.02,2003
8241,Wolfenstein: The Old Blood,XOne,Shooter,8.0,0.15,0.07,0.0,0.07,0.01,2015
8242,Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,Action,8.0,0.15,0.15,0.0,0.0,0.0,2005
8243,Metroid Prime: Federation Force,3DS,Action,6.3,0.15,0.08,0.03,0.02,0.01,2016
8244,Thor: God of Thunder,PS3,Action,3.7,0.15,0.07,0.0,0.06,0.02,2011
8245,Elf: The Movie,GBA,Action,3.7,0.15,0.1,0.0,0.04,0.0,2004
8246,Saw II: Flesh & Blood,X360,Action,4.9,0.15,0.1,0.0,0.04,0.01,2010
8247,Dynasty Warriors 8: Empires,X360,Action,4.9,0.15,0.09,0.0,0.05,0.01,2013
8248,Sonny with a Chance,DS,Action,4.9,0.15,0.12,0.0,0.02,0.01,2010
8249,Killer7,GC,Action,7.2,0.15,0.12,0.0,0.03,0.0,2005
8250,SpongeBob's Boating Bash,DS,Misc,7.2,0.15,0.13,0.0,0.0,0.01,2010
8251,Charm Girls Club: Pajama Party,Wii,Misc,7.2,0.15,0.14,0.0,0.0,0.01,2009
8252,Super Monkey Ball Deluxe,XB,Misc,7.2,0.15,0.11,0.0,0.03,0.01,2005
8253,Tamagotchi Collection,DS,Misc,7.2,0.15,0.0,0.15,0.0,0.0,2011
8254,Travel Games For Dummies,DS,Misc,7.2,0.15,0.14,0.0,0.0,0.01,2008
8255,Major League Baseball 2K12,Wii,Misc,7.2,0.15,0.14,0.0,0.0,0.01,2012
8256,Rayman Raving Rabbids,DS,Misc,7.2,0.15,0.13,0.0,0.01,0.01,2007
8257,Ultimate Board Game Collection,Wii,Misc,7.2,0.15,0.13,0.0,0.0,0.01,2007
8258,One Piece Unlimited World: Red,PSV,Action-Adventure,7.2,0.15,0.04,0.04,0.04,0.03,2014
8259,Blazing Dragons,PS,Adventure,6.6,0.15,0.08,0.0,0.06,0.01,1996
8260,Steins;Gate 0,PSV,Adventure,6.6,0.15,0.0,0.07,0.07,0.02,2016
8261,Kowloon's Gate,PS,Adventure,6.6,0.15,0.0,0.14,0.0,0.01,1997
8262,Suzumiya Haruhi no Yakusoku,PSP,Adventure,6.6,0.15,0.0,0.15,0.0,0.0,2007
8263,KLAX,2600,Puzzle,6.6,0.15,0.14,0.0,0.01,0.0,1990
8264,Capcom Classics Collection,XB,Misc,6.6,0.15,0.11,0.0,0.03,0.01,2005
8265,SNK Arcade Classics Vol. 1,PSP,Misc,6.7,0.15,0.13,0.01,0.0,0.01,2008
8266,Zoids: Battle Legends,GC,Action,5.0,0.15,0.12,0.0,0.03,0.0,2004
8267,Pokémon: Johto Photo Finish: Game Boy Advance Video,GBA,Misc,5.0,0.15,0.11,0.0,0.04,0.0,2004
8268,Rock Band: Metal Track Pack,X360,Misc,5.0,0.15,0.14,0.0,0.0,0.01,2009
8269,WWE '13,Wii,Misc,5.0,0.15,0.11,0.0,0.02,0.01,2012
8270,Strawberry Shortcake: Game Boy Advance Video Volume 1,GBA,Misc,5.0,0.15,0.11,0.0,0.04,0.0,2004
8271,Karaoke Revolution Glee: Volume 3,X360,Misc,5.0,0.15,0.14,0.0,0.0,0.01,2011
8272,Arcade Zone,Wii,Misc,5.0,0.15,0.14,0.0,0.0,0.01,2009
8273,Assassin's Creed Rogue Remastered,PS4,Action-Adventure,5.0,0.15,0.0,0.01,0.13,0.02,2018
8274,Thor: God of Thunder,Wii,Action,6.4,0.15,0.1,0.0,0.04,0.01,2011
8275,Jaws Unleashed,XB,Action,6.4,0.15,0.11,0.0,0.03,0.01,2006
8276,X-Men: The Official Game,GC,Action,6.4,0.15,0.12,0.0,0.03,0.0,2006
8277,Darksiders,PC,Action,8.0,0.15,0.07,0.0,0.06,0.01,2010
8278,The Secret Saturdays: Beasts of the 5th Sun,PS2,Action,8.0,0.15,0.05,0.0,0.02,0.08,2009
8279,Samurai Warriors: Katana,Wii,Action,8.0,0.15,0.11,0.04,0.0,0.01,2008
8280,Warriors Orochi 3,PS4,Action,8.0,0.15,0.04,0.04,0.05,0.02,2014
8281,Marvel Super Hero Squad: The Infinity Gauntlet,X360,Action,8.0,0.15,0.12,0.0,0.02,0.01,2010
8282,FIFA 06: Road to FIFA World Cup,X360,Sports,6.1,0.15,0.11,0.01,0.02,0.01,2005
8283,World League Soccer,SNES,Sports,6.1,0.15,0.0,0.15,0.0,0.0,1992
8284,NBA ShootOut 2001,PS2,Sports,6.1,0.15,0.07,0.0,0.06,0.02,2001
8285,Soldier of Fortune: Payback,PS3,Shooter,6.1,0.15,0.12,0.0,0.02,0.02,2007
8286,Project Sylpheed: Arc of Deception,X360,Shooter,6.7,0.15,0.12,0.02,0.01,0.01,2007
8287,Army Men: Sarge's War,GC,Shooter,6.7,0.15,0.12,0.0,0.03,0.0,2004
8288,Transformer: Rise of the Dark Spark,XOne,Shooter,6.7,0.15,0.1,0.0,0.03,0.01,2014
8289,Serious Sam,XB,Shooter,6.7,0.15,0.11,0.0,0.03,0.01,2002
8290,Jikkyou Powerful Pro Yakyuu 2009,PS2,Sports,6.7,0.15,0.0,0.15,0.0,0.0,2009
8291,Little League World Series Baseball 2009,Wii,Sports,6.7,0.15,0.14,0.0,0.0,0.01,2009
8292,Major League Baseball 2K10,DS,Sports,2.8,0.15,0.14,0.0,0.0,0.01,2010
8293,MLB Power Pros 2008,PS2,Sports,2.8,0.15,0.05,0.05,0.04,0.01,2008
8294,Jikkyou Powerful Pro Yakyuu 2012,PSP,Sports,2.8,0.15,0.0,0.15,0.0,0.0,2012
8295,World Series Baseball 2K3,XB,Sports,2.8,0.15,0.11,0.0,0.03,0.01,2003
8296,High Velocity Bowling,PS3,Sports,2.8,0.15,0.13,0.0,0.0,0.02,2010
8297,FIFA Soccer 2002,PS,Sports,2.8,0.15,0.08,0.0,0.06,0.01,2001
8298,All-Pro Football 2K8,PS3,Sports,2.8,0.15,0.14,0.0,0.0,0.01,2007
8299,Active Life Explorer,Wii,Sports,2.8,0.15,0.14,0.0,0.0,0.01,2010
8300,Family Party: Fitness Fun,Wii,Sports,2.8,0.15,0.14,0.0,0.0,0.01,2010
8301,Major League Baseball 2K11,Wii,Sports,2.8,0.15,0.14,0.0,0.0,0.01,2011
8302,NBA Live 19,XOne,Sports,2.8,0.15,0.13,0.0,0.0,0.02,2018
8303,NHL 2K10,PS3,Sports,6.5,0.15,0.13,0.0,0.01,0.01,2009
8304,NBA 09: The Inside,PS3,Sports,6.5,0.15,0.14,0.0,0.0,0.01,2008
8305,NCAA GameBreaker 2001,PS2,Sports,6.5,0.15,0.07,0.0,0.06,0.02,2000
8306,eJay Clubworld,PS2,Misc,6.5,0.15,0.07,0.0,0.06,0.02,2003
8307,Victorious: Hollywood Arts Debut,DS,Misc,6.5,0.15,0.13,0.0,0.01,0.01,2011
8308,Barbie Superpack: Secret Agent / Groovy Games,GBA,Misc,6.5,0.15,0.1,0.0,0.04,0.0,2005
8309,Sonic Advance & Sonic Pinball Party Combo Pack,GBA,Misc,6.5,0.15,0.1,0.0,0.04,0.0,2005
8310,Pac-Man Party 3D,3DS,Party,6.5,0.15,0.09,0.0,0.04,0.01,2011
8311,Kids Learn Math: A+ Edition,DS,Misc,6.5,0.15,0.14,0.0,0.0,0.01,2011
8312,The Oregon Trail,Wii,Misc,6.5,0.15,0.14,0.0,0.0,0.01,2011
8313,Pro Evolution Soccer 2015,XOne,Sports,6.5,0.15,0.04,0.0,0.1,0.01,2014
8314,Armored Core: For Answer,X360,Simulation,6.5,0.15,0.06,0.07,0.01,0.01,2008
8315,DrumMania,PS2,Simulation,6.5,0.15,0.0,0.15,0.0,0.0,2000
8316,Birds of Steel,X360,Simulation,6.5,0.15,0.11,0.0,0.03,0.01,2012
8317,Dragon's Lair Trilogy,Wii,Adventure,6.5,0.15,0.14,0.0,0.0,0.01,2010
8318,Derby Stallion Gold,3DS,Sports,6.5,0.15,0.0,0.15,0.0,0.0,2014
8319,NBA Ballers: Chosen One,PS3,Sports,6.5,0.15,0.13,0.0,0.0,0.02,2008
8320,J-League Victory Goal,SAT,Sports,6.5,0.15,0.0,0.15,0.0,0.0,1995
8321,NHL 09,PS2,Sports,6.5,0.15,0.07,0.0,0.06,0.02,2008
8322,Bomberman,DS,Puzzle,6.5,0.15,0.1,0.03,0.01,0.01,2005
8323,Brain Boost: Beta Wave,DS,Puzzle,6.5,0.15,0.14,0.0,0.0,0.01,2006
8324,Jewel Quest Solitaire,DS,Puzzle,6.5,0.15,0.0,0.0,0.13,0.01,2011
8325,Bust-A-Move Bash!,Wii,Puzzle,6.5,0.15,0.13,0.0,0.01,0.01,2007
8326,WordJong,DS,Puzzle,7.5,0.15,0.13,0.0,0.01,0.01,2007
8327,Bomberman,PSP,Puzzle,7.3,0.15,0.14,0.0,0.0,0.01,2006
8328,Spintires: MudRunner,XOne,Simulation,7.3,0.15,0.11,0.0,0.02,0.01,2017
8329,Harvest Moon: Hero of Leaf Valley,PSP,Simulation,7.3,0.15,0.07,0.05,0.02,0.02,2010
8330,Amagami,PSP,Adventure,7.3,0.15,0.0,0.15,0.0,0.0,2011
8331,Blazing Angels 2: Secret Missions of WWII,PS3,Simulation,7.2,0.15,0.1,0.0,0.03,0.02,2007
8332,Kingdom Under Fire: Heroes,XB,Strategy,7.2,0.15,0.11,0.0,0.03,0.01,2005
8333,Kidou Senkan Nadesico,SAT,Strategy,7.2,0.15,0.0,0.15,0.0,0.0,2020
8334,Chessmaster II,PS,Strategy,7.5,0.15,0.08,0.0,0.06,0.01,1999
8335,Mobile Suit Gundam: Perfect One Year War,PS,Strategy,7.5,0.15,0.0,0.14,0.0,0.01,1997
8336,Stormrise,X360,Strategy,4.4,0.15,0.11,0.0,0.03,0.01,2009
8337,Saturn Bomberman,SAT,Puzzle,4.4,0.15,0.0,0.15,0.0,0.0,1997
8338,Space Invaders Extreme,DS,Shooter,8.3,0.15,0.12,0.01,0.01,0.01,2008
8339,Shadow Ops: Red Mercury,XB,Shooter,8.3,0.15,0.11,0.0,0.03,0.01,2004
8340,History Civil War: Secret Missions,PS2,Shooter,8.3,0.15,0.07,0.0,0.06,0.02,2008
8341,Syndicate,PS3,Shooter,8.3,0.15,0.07,0.0,0.06,0.02,2012
8342,Tom Clancy's Ghost Recon,GC,Shooter,8.3,0.15,0.11,0.0,0.03,0.0,2003
8343,Doctor Who: Evacuation Earth,DS,Adventure,8.3,0.15,0.0,0.0,0.13,0.02,2010
8344,"Go, Diego, Go! Safari Rescue",DS,Adventure,8.3,0.15,0.14,0.0,0.01,0.01,2007
8345,The Godfather: Blackhand Edition,Wii,Adventure,7.4,0.15,0.14,0.0,0.0,0.01,2007
8346,Turbo Prop Racing,PS,Racing,7.4,0.15,0.08,0.0,0.06,0.01,1998
8347,Cars: Race-O-Rama,X360,Racing,7.4,0.15,0.14,0.0,0.01,0.01,2009
8348,Streak: Hoverboard Racing,PS,Racing,7.4,0.15,0.09,0.0,0.06,0.01,1998
8349,Enthusia Professional Racing,PS2,Racing,7.4,0.15,0.07,0.0,0.06,0.02,2005
8350,Bigfoot: Collision Course,DS,Racing,7.4,0.15,0.14,0.0,0.0,0.01,2009
8351,Felony 11-79,PS,Racing,7.4,0.15,0.0,0.15,0.0,0.0,1997
8352,F1 2001,PS2,Racing,7.4,0.15,0.07,0.0,0.06,0.02,2001
8353,Ben 10 Galactic Racing,3DS,Racing,7.4,0.15,0.07,0.0,0.07,0.01,2011
8354,Pac-Man World 3,XB,Platform,7.4,0.15,0.11,0.0,0.04,0.01,2005
8355,Disney's Donald Duck: Goin' Quackers,PS,Platform,7.4,0.15,0.08,0.0,0.06,0.01,2000
8356,Crash: Twinsanity,XB,Platform,7.4,0.15,0.11,0.0,0.03,0.01,2004
8357,Shin Chan: ¡Aventuras de Cine!,DS,Platform,7.4,0.15,0.0,0.15,0.0,0.0,2008
8358,Cave Story 3D,3DS,Platform,8.2,0.15,0.09,0.01,0.03,0.01,2011
8359,The Crew,PC,Racing,8.2,0.15,0.0,0.0,0.14,0.01,2014
8360,Muppet RaceMania,PS,Racing,8.2,0.15,0.09,0.0,0.06,0.01,2000
8361,Courier Crisis,PS,Racing,8.2,0.15,0.09,0.0,0.06,0.01,1997
8362,The Quest Trio,DS,Puzzle,8.2,0.15,0.13,0.0,0.0,0.01,2008
8363,Rubik's World,Wii,Puzzle,8.2,0.15,0.12,0.0,0.01,0.01,2008
8364,Just Dance 2019,XOne,Music,8.2,0.15,0.13,0.0,0.01,0.02,2018
8365,MLB 13: The Show,PSV,Sports,7.6,0.15,0.11,0.0,0.0,0.04,2013
8366,BMX XXX,PS2,Sports,7.6,0.15,0.07,0.0,0.06,0.02,2002
8367,Doraemon 3: Nobi Dai no Machi SOS!,N64,Platform,7.6,0.15,0.0,0.09,0.0,0.06,2000
8368,Where the Wild Things Are,DS,Platform,7.6,0.15,0.14,0.0,0.0,0.01,2009
8369,The Incredibles: Rise of the Underminer,DS,Platform,7.6,0.15,0.13,0.0,0.01,0.01,2005
8370,Derby Stallion 64,N64,Sports,7.6,0.15,0.0,0.15,0.0,0.0,2001
8371,All-Star Baseball 2003,GC,Sports,8.7,0.15,0.12,0.0,0.03,0.0,2002
8372,Your Shape Fitness Evolved 2013,WiiU,Sports,8.7,0.15,0.07,0.0,0.07,0.01,2012
8373,Nicktoons MLB,X360,Sports,8.7,0.15,0.14,0.0,0.0,0.01,2011
8374,No.1 Muscle Ranking - Kinniku Banzuke Vol. 2: Aratanarugenkai Enochousen!,PS,Sports,8.7,0.15,0.0,0.14,0.0,0.01,2000
8375,Power Pro Kun Pocket 9,DS,Sports,8.7,0.15,0.0,0.15,0.0,0.0,2006
8376,Major League Baseball 2K8,PS2,Sports,8.7,0.15,0.07,0.0,0.06,0.02,2008
8377,All-Star Baseball 2005,XB,Sports,8.7,0.15,0.11,0.0,0.03,0.01,2004
8378,Disney's The Lion King: Simba's Mighty Adventure,PS,Platform,8.7,0.15,0.08,0.0,0.06,0.01,2000
8379,Ice Age 2: The Meltdown,DS,Platform,5.5,0.15,0.13,0.0,0.01,0.01,2006
8380,Rayman Origins,3DS,Platform,5.5,0.15,0.06,0.0,0.08,0.01,2012
8381,Super Monkey Ball Adventure,GC,Platform,5.5,0.15,0.12,0.0,0.03,0.0,2006
8382,Cake Mania: In The Mix!,Wii,Puzzle,5.5,0.15,0.14,0.0,0.0,0.01,2008
8383,Countdown: The Game,DS,Puzzle,5.5,0.15,0.0,0.0,0.14,0.01,2009
8384,Tetris Attack,SNES,Puzzle,5.5,0.15,0.0,0.15,0.0,0.0,1996
8385,Bejeweled 3,PS3,Puzzle,5.5,0.15,0.13,0.0,0.0,0.02,2011
8386,Mad Dash Racing,XB,Racing,5.5,0.15,0.11,0.0,0.03,0.01,2001
8387,MotoGP 2: Ultimate Racing Technology,PS2,Racing,5.5,0.15,0.07,0.0,0.06,0.02,2002
8388,Digimon Battle Spirit 2,GBA,Fighting,7.0,0.15,0.11,0.0,0.04,0.0,2003
8389,Naruto Shippuden: Legends: Akatsuki Rising,PSP,Fighting,5.8,0.15,0.14,0.0,0.0,0.01,2009
8390,Cave Story+,NS,Platform,5.8,0.15,0.11,0.01,0.03,0.01,2017
8391,Scooby-Doo! Unmasked,GC,Platform,5.8,0.15,0.12,0.0,0.03,0.0,2005
8392,de Blob 2,X360,Platform,7.8,0.15,0.1,0.0,0.04,0.01,2011
8393,Frogger's Adventures: The Rescue,GC,Platform,7.8,0.15,0.12,0.0,0.03,0.0,2003
8394,NCAA Football 2004,GC,Sports,8.7,0.15,0.12,0.0,0.03,0.0,2003
8395,Home Run,2600,Sports,8.7,0.15,0.14,0.0,0.01,0.0,1978
8396,Jikkyou Powerful Pro Yakyuu Portable,PSP,Sports,8.7,0.15,0.0,0.15,0.0,0.0,2006
8397,NASCAR Heat Evolution,PS4,Racing,8.7,0.15,0.12,0.0,0.0,0.03,2016
8398,NHL 2K10,X360,Sports,6.6,0.15,0.11,0.0,0.02,0.01,2009
8399,Arena Football,XB,Sports,6.6,0.15,0.11,0.0,0.03,0.01,2006
8400,Power Pro Kun Pocket 1+2,GBA,Sports,6.6,0.15,0.0,0.14,0.0,0.0,2004
8401,Baseball Blast!,Wii,Sports,6.6,0.15,0.14,0.0,0.0,0.01,2009
8402,Blinx 2: Masters of Time & Space,XB,Platform,6.8,0.15,0.12,0.0,0.03,0.01,2004
8403,Tak: The Great Juju Challenge,GC,Platform,6.8,0.15,0.12,0.0,0.03,0.0,2005
8404,Crush3D,3DS,Platform,6.5,0.15,0.1,0.0,0.04,0.01,2012
8405,BloodRayne 2,XB,Shooter,6.5,0.15,0.11,0.0,0.03,0.01,2004
8406,Star Trek: Voyager Elite Force,PS2,Shooter,6.5,0.15,0.07,0.0,0.06,0.02,2001
8407,Winning Post 3,PS,Sports,6.5,0.15,0.0,0.14,0.0,0.01,1998
8408,Blitz: The League II,PS3,Sports,6.3,0.15,0.11,0.0,0.03,0.02,2008
8409,Knockout Kings 2003,GC,Sports,6.3,0.15,0.12,0.0,0.03,0.0,2002
8410,Backyard Sports: Sandlot Sluggers,Wii,Sports,6.3,0.15,0.14,0.0,0.0,0.01,2010
8411,Hot Wheels: Battle Force 5,DS,Racing,6.3,0.15,0.12,0.0,0.02,0.01,2009
8412,Driven,PS2,Racing,6.3,0.15,0.08,0.0,0.06,0.02,2001
8413,Psycho-Pass: Mandatory Happiness,PS4,Visual Novel,6.3,0.15,0.1,0.0,0.02,0.03,2016
8414,Tiger Woods PGA Tour,DS,Sports,6.3,0.15,0.13,0.0,0.0,0.01,2004
8415,MLB SlugFest 20-03,GC,Sports,6.3,0.15,0.11,0.0,0.03,0.0,2002
8416,Pro Yakyuu Spirits 6,PS3,Sports,6.3,0.15,0.0,0.15,0.0,0.0,2009
8417,Geist,GC,Adventure,6.6,0.15,0.11,0.0,0.03,0.0,2005
8418,Space Station Silicon Valley,N64,Adventure,8.3,0.15,0.12,0.0,0.03,0.0,1998
8419,RiME,NS,Adventure,4.5,0.15,0.11,0.0,0.03,0.01,2017
8420,Disney's Planes,Wii,Adventure,4.5,0.15,0.07,0.0,0.07,0.01,2013
8421,Scooby-Doo! Mystery Mayhem,XB,Adventure,4.5,0.15,0.11,0.0,0.03,0.01,2004
8422,Ys: The Oath in Felghana,PSP,Role-Playing,8.2,0.15,0.09,0.04,0.0,0.01,2010
8423,Phantasy Star Online Episode I & II,XB,Role-Playing,8.2,0.15,0.11,0.0,0.03,0.01,2003
8424,Record of Agarest War 2,PS3,Role-Playing,8.2,0.15,0.09,0.04,0.0,0.01,2012
8425,Winning Post 4,PS,Sports,8.2,0.15,0.0,0.14,0.0,0.01,1999
8426,Yakuza: Ishin,PS4,Adventure,8.2,0.15,0.0,0.15,0.0,0.0,2014
8427,Brothers: A Tale of Two Sons,PS4,Adventure,8.2,0.15,0.04,0.0,0.09,0.02,2015
8428,The Fairly Odd Parents: Clash with the Anti-World,GBA,Adventure,3.5,0.15,0.11,0.0,0.04,0.0,2005
8429,Megamind: Ultimate Showdown,PS3,Adventure,3.5,0.15,0.07,0.0,0.06,0.02,2010
8430,The Walking Dead: A Telltale Games Series,PSV,Adventure,3.5,0.15,0.1,0.01,0.0,0.04,2013
8431,Prince of Persia: The Sands of Time,GBA,Adventure,3.5,0.15,0.11,0.0,0.04,0.0,2003
8432,Hoppechan: Tsukutte! Asonde! Punipuni Town!!,3DS,Simulation,3.5,0.15,0.0,0.15,0.0,0.0,2013
8433,Indigo Prophecy,PS2,Adventure,3.5,0.15,0.07,0.0,0.06,0.02,2005
8434,Gear.Club Unlimited,NS,Racing,6.1,0.15,0.1,0.01,0.03,0.01,2017
8435,Toy Story Racer,PS,Racing,6.1,0.15,0.08,0.0,0.06,0.01,2001
8436,Ford Racing 2,XB,Racing,6.1,0.15,0.11,0.0,0.03,0.01,2003
8437,Namco Museum Vol.5,PS,Misc,6.1,0.15,0.02,0.12,0.01,0.01,1997
8438,Chessmaster: The Art of Learning,DS,Misc,6.1,0.15,0.12,0.0,0.03,0.01,2007
8439,MTV Music Generator 2,PS2,Misc,6.1,0.15,0.08,0.0,0.06,0.02,2001
8440,PaRappa The Rapper,PSP,Misc,6.1,0.15,0.11,0.02,0.0,0.02,2007
8441,Sam & Max: Season One,Wii,Adventure,7.1,0.15,0.13,0.0,0.01,0.01,2008
8442,Attack on Titan,PSV,Action,7.1,0.15,0.0,0.15,0.0,0.0,2017
8443,Candace Kane's Candy Factory,Wii,Action,7.1,0.15,0.14,0.0,0.0,0.01,2008
8444,TRON: Evolution,PSP,Action,7.1,0.15,0.1,0.0,0.02,0.02,2010
8445,The Incredible Hulk: Ultimate Destruction,GC,Action,8.7,0.15,0.11,0.0,0.03,0.0,2005
8446,Toukiden 2,PS4,Action,8.7,0.15,0.04,0.1,0.0,0.01,2017
8447,Batman Begins,GC,Action,8.7,0.15,0.11,0.0,0.03,0.0,2005
8448,The Cursed Crusade,X360,Action,8.7,0.15,0.08,0.0,0.05,0.01,2011
8449,Attack on Titan,XOne,Action,8.7,0.15,0.06,0.0,0.07,0.01,2016
8450,The Escapists 2,XOne,Action,8.7,0.15,0.05,0.0,0.08,0.01,2017
8451,Transformers: Devastation,XOne,Action,8.7,0.15,0.1,0.0,0.04,0.01,2015
8452,Song of the Deep,PS4,Action,8.7,0.15,0.12,0.0,0.0,0.03,2016
8453,Bakugan Battle Brawlers: Defenders of the Core,X360,Action,8.7,0.15,0.11,0.0,0.02,0.01,2010
8454,DmC Devil May Cry: Definitive Edition,XOne,Action,8.7,0.15,0.09,0.0,0.04,0.01,2015
8455,Fate/Extella: The Umbral Star,PSV,Action,8.7,0.15,0.03,0.1,0.0,0.01,2017
8456,Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PS3,Action,8.7,0.15,0.0,0.15,0.0,0.0,2016
8457,Curious George,GC,Action,8.7,0.15,0.11,0.0,0.03,0.0,2006
8458,Digimon World 4,PS2,Role-Playing,8.7,0.15,0.08,0.0,0.06,0.02,2005
8459,Oreshika: Tainted Bloodlines,PSV,Role-Playing,8.7,0.15,0.0,0.15,0.0,0.0,2015
8460,Kingdom of Paradise,PSP,Role-Playing,7.0,0.15,0.14,0.0,0.0,0.02,2005
8461,Wasteland 2,PS4,Role-Playing,7.0,0.15,0.1,0.03,0.0,0.02,2015
8462,Atelier Sophie: The Alchemist of the Mysterious Book,PS4,Role-Playing,7.0,0.15,0.04,0.07,0.03,0.01,2016
8463,White Knight Chronicles: Origins,PSP,Role-Playing,7.0,0.15,0.0,0.09,0.04,0.02,2011
8464,T'ai Fu: Wrath of the Tiger,PS,Action,7.0,0.15,0.08,0.0,0.06,0.01,1999
8465,Monster Hunter Diary: Poka Poka Airou Village DX,3DS,Action,7.0,0.15,0.0,0.15,0.0,0.0,2015
8466,Tears to Tiara II: Heir of the Overlord,PS3,Visual Novel,7.0,0.15,0.07,0.06,0.01,0.02,2014
8467,Rudra no Hihou,SNES,Role-Playing,7.0,0.15,0.0,0.15,0.0,0.0,1996
8468,Final Fantasy XI: Vana'diel Collection 2008,X360,Role-Playing,7.0,0.15,0.13,0.01,0.0,0.01,2007
8469,Tamagotchi no Narikiri Channel,DS,Role-Playing,7.0,0.15,0.0,0.15,0.0,0.0,2009
8470,The Wizard of Oz: Beyond The Yellow Brick Road,DS,Role-Playing,6.4,0.15,0.13,0.0,0.0,0.01,2009
8471,Atelier Iris: Eternal Mana,PS2,Role-Playing,7.2,0.15,0.08,0.0,0.06,0.02,2005
8472,Dragon Ball Z: Harukanaru Densetsu (JP sales),DS,Role-Playing,7.2,0.15,0.0,0.15,0.0,0.0,2007
8473,Z.H.P. Unlosing Ranger vs Darkdeath Evilman,PSP,Role-Playing,8.0,0.15,0.08,0.06,0.0,0.01,2010
8474,Tamagotchi no Appare! Niji Venture,DS,Role-Playing,8.0,0.14,0.0,0.14,0.0,0.0,2007
8475,Cyberdimension Neptunia: 4 Goddesses Online,PS4,Role-Playing,8.0,0.14,0.06,0.07,0.0,0.01,2017
8476,ESPN MLB Baseball,XB,Sports,8.0,0.14,0.1,0.0,0.03,0.0,2004
8477,NBA 2K Playgrounds 2,NS,Sports,8.0,0.14,0.07,0.0,0.05,0.01,2018
8478,Top Spin 3,DS,Sports,8.0,0.14,0.11,0.0,0.02,0.01,2008
8479,UEFA Euro 2004: Portugal,PS2,Sports,8.0,0.14,0.07,0.0,0.05,0.02,2004
