Campaign_ID,Conversion_Rate,ROI,Location,Language,Engagement_Score_Segment
73822,0.12,5.9,Los Angeles,French,Greater than or equal to 7
73826,0.04,2.23,Chicago,French,Greater than or equal to 7
73828,0.04,2.44,Houston,Spanish,Greater than or equal to 7
73829,0.09,7.89,Chicago,English,Greater than or equal to 7
73833,0.12,2.97,Los Angeles,Spanish,Greater than or equal to 7
73837,0.12,6.53,Houston,German,Greater than or equal to 7
73840,0.04,3.41,Chicago,English,Greater than or equal to 7
73842,0.15,6.96,Miami,English,Greater than or equal to 7
73843,0.04,5.77,Miami,Spanish,Greater than or equal to 7
73846,0.14,3.07,New York,French,Greater than or equal to 7
73847,0.11,7.62,Houston,English,Greater than or equal to 7
73852,0.04,4.77,Miami,Mandarin,Greater than or equal to 7
73853,0.14,7.59,New York,English,Greater than or equal to 7
73856,0.07,4,Chicago,English,Greater than or equal to 7
73857,0.09,6.76,Los Angeles,Mandarin,Greater than or equal to 7
73858,0.14,5.89,Chicago,German,Greater than or equal to 7
73860,0.09,5.87,Los Angeles,French,Greater than or equal to 7
73861,0.1,5.51,New York,French,Greater than or equal to 7
73863,0.09,7.05,Miami,French,Greater than or equal to 7
73864,0.02,3.43,Los Angeles,French,Greater than or equal to 7
73865,0.14,2.19,New York,French,Greater than or equal to 7
73869,0.09,3.24,Chicago,Spanish,Greater than or equal to 7
73871,0.07,2.38,Chicago,Mandarin,Greater than or equal to 7
73872,0.14,3.76,Miami,Mandarin,Greater than or equal to 7
73875,0.1,5.75,Houston,French,Greater than or equal to 7
73877,0.06,2.91,Houston,English,Greater than or equal to 7
73883,0.02,5.85,Houston,Spanish,Greater than or equal to 7
73885,0.06,2.67,Miami,Mandarin,Greater than or equal to 7
73889,0.11,3.33,Miami,English,Greater than or equal to 7
73890,0.07,7.14,Houston,Spanish,Greater than or equal to 7
73891,0.11,3.94,Los Angeles,Spanish,Greater than or equal to 7
73893,0.12,4.13,Los Angeles,German,Greater than or equal to 7
73899,0.14,5.95,New York,French,Greater than or equal to 7
73902,0.08,7.02,Houston,Mandarin,Greater than or equal to 7
73908,0.11,7.55,Chicago,English,Greater than or equal to 7
73909,0.06,7.64,Los Angeles,French,Greater than or equal to 7
73912,0.13,5.57,Houston,English,Greater than or equal to 7
73916,0.11,3.2,Chicago,French,Greater than or equal to 7
73917,0.03,2.95,Chicago,Mandarin,Greater than or equal to 7
73918,0.08,6.29,Chicago,German,Greater than or equal to 7
73921,0.07,7.74,Los Angeles,Mandarin,Greater than or equal to 7
73926,0.13,2.05,Chicago,English,Greater than or equal to 7
73929,0.07,5.26,Chicago,Mandarin,Greater than or equal to 7
73931,0.03,3.63,New York,English,Greater than or equal to 7
73934,0.14,7.59,Houston,Spanish,Greater than or equal to 7
73936,0.05,4.68,Los Angeles,German,Greater than or equal to 7
73940,0.1,6.85,New York,French,Greater than or equal to 7
73942,0.13,6.29,Miami,German,Greater than or equal to 7
73943,0.06,7.85,Chicago,English,Greater than or equal to 7
73944,0.09,2.37,Chicago,Mandarin,Greater than or equal to 7
73949,0.01,6.99,Los Angeles,German,Greater than or equal to 7
73957,0.15,3.38,Miami,German,Greater than or equal to 7
73958,0.05,5.83,New York,French,Greater than or equal to 7
73961,0.05,5.44,New York,English,Greater than or equal to 7
73962,0.03,6.36,Miami,Spanish,Greater than or equal to 7
73967,0.15,5.84,Miami,French,Greater than or equal to 7
73968,0.11,3.19,Los Angeles,English,Greater than or equal to 7
73972,0.08,2.24,Miami,German,Greater than or equal to 7
73976,0.1,5.58,Houston,Spanish,Greater than or equal to 7
73977,0.13,2.45,Los Angeles,Mandarin,Greater than or equal to 7
73980,0.03,6.69,Houston,Mandarin,Greater than or equal to 7
73982,0.09,7.91,Los Angeles,German,Greater than or equal to 7
73983,0.08,2.32,Houston,Mandarin,Greater than or equal to 7
73987,0.02,4.51,New York,French,Greater than or equal to 7
73991,0.06,4.93,Miami,French,Greater than or equal to 7
73992,0.07,5.73,Los Angeles,German,Greater than or equal to 7
73996,0.06,5.42,Miami,Spanish,Greater than or equal to 7
73998,0.08,7.83,Miami,Mandarin,Greater than or equal to 7
74000,0.15,5.44,Houston,English,Greater than or equal to 7
74001,0.13,2.42,New York,Spanish,Greater than or equal to 7
74008,0.14,5.55,New York,French,Greater than or equal to 7
74011,0.02,5.8,Chicago,Mandarin,Greater than or equal to 7
74017,0.01,6.28,Los Angeles,Mandarin,Greater than or equal to 7
74020,0.06,4.5,Chicago,Spanish,Greater than or equal to 7
74030,0.08,5.48,New York,French,Greater than or equal to 7
74031,0.03,7.58,Los Angeles,Mandarin,Greater than or equal to 7
74032,0.12,3.88,Miami,Spanish,Greater than or equal to 7
74033,0.04,5.19,New York,Spanish,Greater than or equal to 7
74034,0.11,5.56,Los Angeles,Spanish,Greater than or equal to 7
74037,0.14,2.37,New York,Spanish,Greater than or equal to 7
74042,0.08,6.1,New York,Spanish,Greater than or equal to 7
74044,0.12,4.44,Houston,Spanish,Greater than or equal to 7
74045,0.05,3.36,New York,French,Greater than or equal to 7
74049,0.15,5.38,Los Angeles,German,Greater than or equal to 7
74050,0.05,4.63,Houston,Spanish,Greater than or equal to 7
74051,0.05,2.53,Houston,French,Greater than or equal to 7
74053,0.1,5.38,New York,Mandarin,Greater than or equal to 7
74054,0.11,4.55,Los Angeles,German,Greater than or equal to 7
74055,0.07,2.7,Miami,Mandarin,Greater than or equal to 7
74056,0.02,2.15,Chicago,French,Greater than or equal to 7
74057,0.15,6.02,Chicago,French,Greater than or equal to 7
74060,0.08,6.72,Miami,Spanish,Greater than or equal to 7
74064,0.12,2.3,Los Angeles,English,Greater than or equal to 7
74065,0.04,3.1,New York,French,Greater than or equal to 7
74067,0.11,2.08,Chicago,English,Greater than or equal to 7
74070,0.12,6.25,Chicago,Spanish,Greater than or equal to 7
74071,0.1,6.15,Houston,Mandarin,Greater than or equal to 7
74073,0.15,4.46,New York,Spanish,Greater than or equal to 7
74074,0.11,3.12,Miami,French,Greater than or equal to 7
74082,0.12,5.19,New York,Spanish,Greater than or equal to 7
74085,0.03,7.25,Miami,Spanish,Greater than or equal to 7
74088,0.09,4.96,Miami,Spanish,Greater than or equal to 7
74090,0.06,2.71,Los Angeles,Spanish,Greater than or equal to 7
74094,0.02,5.5,Houston,French,Greater than or equal to 7
74095,0.02,5.87,New York,French,Greater than or equal to 7
74099,0.06,7.02,Los Angeles,Mandarin,Greater than or equal to 7
74100,0.02,6.38,Houston,English,Greater than or equal to 7
74103,0.09,7.02,Miami,Spanish,Greater than or equal to 7
74105,0.08,6.72,New York,French,Greater than or equal to 7
74106,0.01,5,Houston,German,Greater than or equal to 7
74108,0.09,4.85,Los Angeles,German,Greater than or equal to 7
74114,0.02,2.69,Chicago,Spanish,Greater than or equal to 7
74118,0.15,6.03,Houston,German,Greater than or equal to 7
74119,0.04,5.2,Chicago,Mandarin,Greater than or equal to 7
74120,0.09,5.79,New York,German,Greater than or equal to 7
74127,0.01,5.54,Los Angeles,Spanish,Greater than or equal to 7
74128,0.05,5.24,New York,Spanish,Greater than or equal to 7
74130,0.09,6.26,Miami,English,Greater than or equal to 7
74131,0.06,3.62,Los Angeles,Spanish,Greater than or equal to 7
74134,0.08,4.13,New York,French,Greater than or equal to 7
74141,0.11,4.49,Los Angeles,Spanish,Greater than or equal to 7
74142,0.08,2.34,Miami,Mandarin,Greater than or equal to 7
74145,0.06,4.01,Houston,Mandarin,Greater than or equal to 7
74147,0.11,7.41,Miami,English,Greater than or equal to 7
74155,0.02,6.64,Houston,English,Greater than or equal to 7
74156,0.05,3.07,Chicago,English,Greater than or equal to 7
74157,0.09,7.55,Houston,Spanish,Greater than or equal to 7
74160,0.09,5.38,Houston,Spanish,Greater than or equal to 7
74163,0.08,7.74,Chicago,Mandarin,Greater than or equal to 7
74164,0.13,2.22,Houston,Spanish,Greater than or equal to 7
74166,0.13,6.69,Los Angeles,German,Greater than or equal to 7
74169,0.07,5.82,Los Angeles,English,Greater than or equal to 7
74175,0.09,4.42,Chicago,English,Greater than or equal to 7
74176,0.14,7.01,Houston,Mandarin,Greater than or equal to 7
74180,0.14,4.56,Los Angeles,Spanish,Greater than or equal to 7
74181,0.12,4.38,Miami,Mandarin,Greater than or equal to 7
74182,0.12,3.36,New York,Mandarin,Greater than or equal to 7
74183,0.1,3.32,Los Angeles,English,Greater than or equal to 7
74184,0.09,2.56,Chicago,Spanish,Greater than or equal to 7
74186,0.15,6.62,Houston,English,Greater than or equal to 7
74189,0.13,5.54,Chicago,French,Greater than or equal to 7
74192,0.13,2.56,Miami,German,Greater than or equal to 7
74193,0.08,3.38,Los Angeles,German,Greater than or equal to 7
74194,0.04,6.66,Los Angeles,Mandarin,Greater than or equal to 7
74197,0.03,2.43,Miami,Spanish,Greater than or equal to 7
74199,0.05,3.72,New York,English,Greater than or equal to 7
74203,0.07,7.23,Chicago,German,Greater than or equal to 7
74207,0.03,7.88,Houston,German,Greater than or equal to 7
74209,0.05,2.62,Houston,English,Greater than or equal to 7
74210,0.11,5.44,Chicago,English,Greater than or equal to 7
74212,0.04,3.29,New York,Spanish,Greater than or equal to 7
74214,0.03,4.51,Miami,Spanish,Greater than or equal to 7
74218,0.05,6.09,Houston,German,Greater than or equal to 7
74220,0.14,4.16,Miami,Mandarin,Greater than or equal to 7
74222,0.12,4.44,Chicago,Mandarin,Greater than or equal to 7
74225,0.13,6.67,Miami,Mandarin,Greater than or equal to 7
74227,0.05,4.48,Houston,English,Greater than or equal to 7
74231,0.1,2.54,Chicago,Spanish,Greater than or equal to 7
74240,0.01,7.69,Chicago,Mandarin,Greater than or equal to 7
74241,0.03,6.96,New York,German,Greater than or equal to 7
74243,0.11,6.29,Los Angeles,English,Greater than or equal to 7
74248,0.06,5.04,Houston,English,Greater than or equal to 7
74253,0.03,3.09,Chicago,Mandarin,Greater than or equal to 7
74255,0.01,3.94,Miami,Mandarin,Greater than or equal to 7
74258,0.09,3.62,New York,Spanish,Greater than or equal to 7
74259,0.12,3.03,Chicago,English,Greater than or equal to 7
74260,0.05,7.17,Houston,German,Greater than or equal to 7
74261,0.14,2.06,Houston,Spanish,Greater than or equal to 7
74263,0.05,6.18,Houston,English,Greater than or equal to 7
74264,0.12,2.58,Houston,Spanish,Greater than or equal to 7
74266,0.06,6.61,Los Angeles,French,Greater than or equal to 7
74268,0.13,5.86,Houston,Spanish,Greater than or equal to 7
74270,0.09,3.34,Los Angeles,English,Greater than or equal to 7
74275,0.11,3.37,New York,Spanish,Greater than or equal to 7
74279,0.06,7.25,New York,English,Greater than or equal to 7
74280,0.06,3.92,Los Angeles,Spanish,Greater than or equal to 7
74290,0.08,6.69,Chicago,German,Greater than or equal to 7
74294,0.02,3.37,Miami,Mandarin,Greater than or equal to 7
74295,0.13,5.47,New York,French,Greater than or equal to 7
74298,0.02,5.64,Los Angeles,Spanish,Greater than or equal to 7
74302,0.07,3.11,Los Angeles,Mandarin,Greater than or equal to 7
74303,0.02,3.3,New York,French,Greater than or equal to 7
74305,0.14,5.08,Houston,Spanish,Greater than or equal to 7
74311,0.14,7.65,Chicago,Spanish,Greater than or equal to 7
74313,0.01,5.87,Chicago,Mandarin,Greater than or equal to 7
74317,0.12,4.35,Chicago,Spanish,Greater than or equal to 7
74318,0.13,3.09,New York,Spanish,Greater than or equal to 7
74319,0.05,2.38,Los Angeles,Spanish,Greater than or equal to 7
74322,0.15,7.03,Miami,Spanish,Greater than or equal to 7
74324,0.01,5.77,Los Angeles,English,Greater than or equal to 7
74325,0.13,2.3,Houston,English,Greater than or equal to 7
74326,0.11,3.79,Los Angeles,Spanish,Greater than or equal to 7
74330,0.09,4.81,New York,Spanish,Greater than or equal to 7
74331,0.12,7.87,New York,Spanish,Greater than or equal to 7
74332,0.1,5.9,Miami,German,Greater than or equal to 7
74335,0.09,7.04,Miami,Mandarin,Greater than or equal to 7
74341,0.03,6.5,Houston,Spanish,Greater than or equal to 7
74342,0.01,4.97,Chicago,German,Greater than or equal to 7
74346,0.12,5.7,Houston,Mandarin,Greater than or equal to 7
74348,0.02,7.79,Los Angeles,English,Greater than or equal to 7
74349,0.05,5.97,Miami,Mandarin,Greater than or equal to 7
74350,0.11,3.75,Miami,English,Greater than or equal to 7
74351,0.1,3.7,Miami,Mandarin,Greater than or equal to 7
74352,0.15,4.04,Houston,German,Greater than or equal to 7
74353,0.05,2.73,New York,German,Greater than or equal to 7
74354,0.12,6.52,Houston,English,Greater than or equal to 7
74356,0.07,7.76,New York,German,Greater than or equal to 7
74357,0.09,6.22,New York,Mandarin,Greater than or equal to 7
74358,0.14,2.99,Chicago,Mandarin,Greater than or equal to 7
74359,0.07,3.52,Miami,German,Greater than or equal to 7
74360,0.05,2.98,Miami,Mandarin,Greater than or equal to 7
74361,0.12,4.4,Houston,French,Greater than or equal to 7
74363,0.02,6.18,Houston,Mandarin,Greater than or equal to 7
74365,0.07,2.38,Houston,French,Greater than or equal to 7
74369,0.03,5.51,New York,French,Greater than or equal to 7
74371,0.05,2.86,New York,Spanish,Greater than or equal to 7
74372,0.09,7.24,Houston,Spanish,Greater than or equal to 7
74373,0.08,6.09,New York,English,Greater than or equal to 7
74379,0.04,3.28,Chicago,Spanish,Greater than or equal to 7
74381,0.1,2.07,New York,English,Greater than or equal to 7
74389,0.11,2.95,Los Angeles,German,Greater than or equal to 7
74390,0.09,5.96,Houston,French,Greater than or equal to 7
74391,0.11,5.02,Houston,English,Greater than or equal to 7
74392,0.1,5.64,Houston,Spanish,Greater than or equal to 7
74395,0.13,2.86,Houston,German,Greater than or equal to 7
74396,0.14,5.93,Miami,Spanish,Greater than or equal to 7
74399,0.04,5.29,Houston,Spanish,Greater than or equal to 7
74400,0.12,3.94,Houston,Mandarin,Greater than or equal to 7
74401,0.1,3.89,Los Angeles,Spanish,Greater than or equal to 7
74409,0.13,2.02,Houston,Spanish,Greater than or equal to 7
74410,0.14,7.14,Los Angeles,Mandarin,Greater than or equal to 7
74418,0.04,3.9,Miami,Spanish,Greater than or equal to 7
74419,0.11,4.32,New York,Mandarin,Greater than or equal to 7
74422,0.07,7.11,Miami,Mandarin,Greater than or equal to 7
74424,0.14,5.98,Houston,Mandarin,Greater than or equal to 7
74425,0.07,6.19,Chicago,Spanish,Greater than or equal to 7
74426,0.1,7.81,Miami,English,Greater than or equal to 7
74427,0.13,5.61,New York,Mandarin,Greater than or equal to 7
74430,0.03,7.67,Chicago,German,Greater than or equal to 7
74433,0.05,2.24,Los Angeles,German,Greater than or equal to 7
74435,0.1,7.67,Houston,German,Greater than or equal to 7
74436,0.02,3.44,New York,English,Greater than or equal to 7
74437,0.03,6.45,Los Angeles,German,Greater than or equal to 7
74438,0.1,3.52,Houston,French,Greater than or equal to 7
74439,0.01,4.83,Miami,Mandarin,Greater than or equal to 7
74440,0.02,7.55,New York,English,Greater than or equal to 7
74443,0.07,6.76,Houston,German,Greater than or equal to 7
74444,0.08,7.92,Houston,Mandarin,Greater than or equal to 7
74445,0.07,4.4,New York,Spanish,Greater than or equal to 7
74446,0.05,5.74,Los Angeles,German,Greater than or equal to 7
74447,0.14,7.24,Los Angeles,German,Greater than or equal to 7
74448,0.04,7.11,Los Angeles,German,Greater than or equal to 7
74451,0.14,3.59,Chicago,Spanish,Greater than or equal to 7
74452,0.04,3.78,Miami,Spanish,Greater than or equal to 7
74454,0.13,3.24,Los Angeles,English,Greater than or equal to 7
74459,0.11,7.39,Chicago,Mandarin,Greater than or equal to 7
74464,0.04,6.52,Chicago,Mandarin,Greater than or equal to 7
74465,0.06,5.21,Miami,Mandarin,Greater than or equal to 7
74470,0.12,3.7,Chicago,German,Greater than or equal to 7
74471,0.02,6.92,Miami,Spanish,Greater than or equal to 7
74475,0.08,2.84,Miami,Mandarin,Greater than or equal to 7
74476,0.1,2.48,Chicago,Spanish,Greater than or equal to 7
74477,0.14,3.5,Los Angeles,English,Greater than or equal to 7
74481,0.14,5.9,Houston,Spanish,Greater than or equal to 7
74490,0.07,5.3,Los Angeles,English,Greater than or equal to 7
74496,0.08,4.49,New York,German,Greater than or equal to 7
74497,0.13,4.49,Miami,Spanish,Greater than or equal to 7
74500,0.06,6.43,Houston,German,Greater than or equal to 7
74501,0.08,6.51,Los Angeles,Mandarin,Greater than or equal to 7
74506,0.07,3.55,Houston,French,Greater than or equal to 7
74508,0.02,5.73,Miami,Mandarin,Greater than or equal to 7
74510,0.06,3.73,Houston,German,Greater than or equal to 7
74511,0.02,2.1,New York,Spanish,Greater than or equal to 7
74514,0.13,7.93,Chicago,English,Greater than or equal to 7
74520,0.12,2.25,New York,English,Greater than or equal to 7
74521,0.08,3.56,Miami,French,Greater than or equal to 7
74522,0.04,4.52,Chicago,German,Greater than or equal to 7
74524,0.07,4.98,Chicago,Spanish,Greater than or equal to 7
74525,0.09,3.75,New York,Spanish,Greater than or equal to 7
74526,0.05,2.21,Miami,German,Greater than or equal to 7
74530,0.02,3.79,Chicago,Mandarin,Greater than or equal to 7
74537,0.03,4.94,Miami,Spanish,Greater than or equal to 7
74538,0.14,6.76,New York,Mandarin,Greater than or equal to 7
74546,0.09,4.94,Chicago,Spanish,Greater than or equal to 7
74549,0.01,2.93,New York,Spanish,Greater than or equal to 7
74551,0.02,7.44,Los Angeles,French,Greater than or equal to 7
74554,0.15,2.8,Los Angeles,Spanish,Greater than or equal to 7
74556,0.13,3.97,New York,Mandarin,Greater than or equal to 7
74557,0.11,7.33,Houston,Mandarin,Greater than or equal to 7
74561,0.08,3.99,Los Angeles,French,Greater than or equal to 7
74562,0.12,4.84,Los Angeles,English,Greater than or equal to 7
74563,0.13,4.35,Chicago,Mandarin,Greater than or equal to 7
74564,0.02,6.7,New York,Spanish,Greater than or equal to 7
74566,0.1,2.61,Miami,Spanish,Greater than or equal to 7
74568,0.12,3.76,Los Angeles,German,Greater than or equal to 7
74569,0.14,4.53,Houston,Mandarin,Greater than or equal to 7
74570,0.08,5.36,Miami,Spanish,Greater than or equal to 7
74573,0.12,3.97,Houston,Mandarin,Greater than or equal to 7
74574,0.11,5.44,Los Angeles,English,Greater than or equal to 7
74577,0.12,4.47,Houston,English,Greater than or equal to 7
74581,0.04,2.08,Houston,English,Greater than or equal to 7
74582,0.11,3.44,Chicago,English,Greater than or equal to 7
74583,0.06,2.4,Chicago,Mandarin,Greater than or equal to 7
74584,0.08,2.29,Chicago,English,Greater than or equal to 7
74585,0.08,2.74,Los Angeles,Mandarin,Greater than or equal to 7
74595,0.15,5.18,Houston,Mandarin,Greater than or equal to 7
74596,0.04,3.18,New York,French,Greater than or equal to 7
74600,0.02,3.32,Houston,German,Greater than or equal to 7
74601,0.05,4.04,Chicago,Mandarin,Greater than or equal to 7
74602,0.14,4.12,Chicago,Spanish,Greater than or equal to 7
74604,0.09,5.17,Chicago,Mandarin,Greater than or equal to 7
74605,0.08,7.9,Los Angeles,French,Greater than or equal to 7
74607,0.07,2.39,Miami,English,Greater than or equal to 7
74608,0.15,4.81,Los Angeles,English,Greater than or equal to 7
74610,0.05,7.05,Los Angeles,German,Greater than or equal to 7
74611,0.02,4.46,Chicago,French,Greater than or equal to 7
74614,0.07,3.01,Miami,English,Greater than or equal to 7
74615,0.09,4.04,Houston,Mandarin,Greater than or equal to 7
74616,0.02,7.57,Houston,Mandarin,Greater than or equal to 7
74618,0.11,3.8,Miami,Mandarin,Greater than or equal to 7
74622,0.07,6.64,Los Angeles,Mandarin,Greater than or equal to 7
74624,0.03,5.09,Houston,Spanish,Greater than or equal to 7
74625,0.12,7.08,Los Angeles,Spanish,Greater than or equal to 7
74626,0.05,6.91,Miami,Spanish,Greater than or equal to 7
74628,0.1,4.02,Los Angeles,Mandarin,Greater than or equal to 7
74630,0.04,5.41,Houston,French,Greater than or equal to 7
74633,0.01,7.26,Miami,English,Greater than or equal to 7
74638,0.11,3.85,Los Angeles,Spanish,Greater than or equal to 7
74639,0.05,4.84,Houston,German,Greater than or equal to 7
74641,0.14,3.68,Chicago,French,Greater than or equal to 7
74643,0.09,2.65,Houston,Spanish,Greater than or equal to 7
74644,0.11,2.48,Houston,English,Greater than or equal to 7
74645,0.1,5.42,New York,Spanish,Greater than or equal to 7
74649,0.06,2.36,Chicago,German,Greater than or equal to 7
74652,0.09,4.67,Houston,English,Greater than or equal to 7
74655,0.07,7.74,Houston,German,Greater than or equal to 7
74656,0.09,7.73,New York,French,Greater than or equal to 7
74661,0.04,3.87,Los Angeles,French,Greater than or equal to 7
74664,0.11,4.83,Los Angeles,English,Greater than or equal to 7
74665,0.04,3.97,Miami,German,Greater than or equal to 7
74666,0.02,7.39,Miami,Spanish,Greater than or equal to 7
74667,0.06,3.58,Miami,English,Greater than or equal to 7
74669,0.02,4.42,Houston,English,Greater than or equal to 7
74670,0.03,6.01,New York,English,Greater than or equal to 7
74671,0.1,7.9,Chicago,English,Greater than or equal to 7
74677,0.1,4.73,Houston,English,Greater than or equal to 7
74682,0.1,4.47,New York,English,Greater than or equal to 7
74686,0.02,6.77,Houston,German,Greater than or equal to 7
74690,0.05,6.34,Miami,English,Greater than or equal to 7
74692,0.15,2.97,Miami,Spanish,Greater than or equal to 7
74693,0.12,5.97,Los Angeles,French,Greater than or equal to 7
74696,0.14,5.06,Los Angeles,English,Greater than or equal to 7
74697,0.07,2.49,Houston,French,Greater than or equal to 7
74698,0.01,3.09,Houston,English,Greater than or equal to 7
74701,0.04,5.97,Houston,English,Greater than or equal to 7
74703,0.07,4.33,Houston,French,Greater than or equal to 7
74704,0.11,3.37,Los Angeles,English,Greater than or equal to 7
74707,0.1,4.23,Los Angeles,Mandarin,Greater than or equal to 7
74709,0.09,7.24,New York,Mandarin,Greater than or equal to 7
74712,0.13,6.31,Houston,Mandarin,Greater than or equal to 7
74718,0.14,4.49,Chicago,German,Greater than or equal to 7
74720,0.09,7.81,Houston,German,Greater than or equal to 7
74722,0.14,4.92,New York,English,Greater than or equal to 7
74723,0.06,5.49,Chicago,Spanish,Greater than or equal to 7
74725,0.11,3.61,Chicago,German,Greater than or equal to 7
74728,0.05,4.17,Houston,Spanish,Greater than or equal to 7
74729,0.12,2.07,New York,French,Greater than or equal to 7
74734,0.03,3.62,Miami,English,Greater than or equal to 7
74737,0.08,6.61,Los Angeles,French,Greater than or equal to 7
74738,0.12,6.07,Miami,German,Greater than or equal to 7
74742,0.01,4.02,Houston,French,Greater than or equal to 7
74743,0.08,4.65,Los Angeles,Spanish,Greater than or equal to 7
74745,0.08,3.46,Miami,German,Greater than or equal to 7
74749,0.08,7.13,New York,French,Greater than or equal to 7
74751,0.11,5.29,Miami,Spanish,Greater than or equal to 7
74754,0.1,3.25,Chicago,Mandarin,Greater than or equal to 7
74764,0.11,6.55,Houston,Mandarin,Greater than or equal to 7
74766,0.03,2.2,Los Angeles,German,Greater than or equal to 7
74767,0.14,3.72,Chicago,German,Greater than or equal to 7
74768,0.11,6.27,New York,English,Greater than or equal to 7
74769,0.1,6.95,New York,English,Greater than or equal to 7
74770,0.07,7.43,Los Angeles,Spanish,Greater than or equal to 7
74774,0.07,4.85,Houston,English,Greater than or equal to 7
74776,0.01,7.98,Houston,French,Greater than or equal to 7
74779,0.15,2.61,Los Angeles,French,Greater than or equal to 7
74781,0.03,2.97,Los Angeles,English,Greater than or equal to 7
74782,0.08,7.62,Miami,French,Greater than or equal to 7
74791,0.04,7.6,Houston,English,Greater than or equal to 7
74792,0.11,3.41,Houston,English,Greater than or equal to 7
74796,0.06,5.06,Miami,Spanish,Greater than or equal to 7
74799,0.02,3.49,New York,French,Greater than or equal to 7
74800,0.04,4.03,Miami,Spanish,Greater than or equal to 7
74806,0.12,7.04,Miami,Mandarin,Greater than or equal to 7
74807,0.02,2.95,New York,German,Greater than or equal to 7
74810,0.08,7.45,Miami,French,Greater than or equal to 7
74812,0.08,3.33,Houston,Mandarin,Greater than or equal to 7
74816,0.11,7.61,Miami,French,Greater than or equal to 7
74817,0.02,5.49,Houston,Mandarin,Greater than or equal to 7
74818,0.07,7.71,Houston,English,Greater than or equal to 7
74819,0.03,4.22,New York,German,Greater than or equal to 7
74822,0.1,6.31,New York,German,Greater than or equal to 7
74826,0.08,4.85,Houston,Spanish,Greater than or equal to 7
74828,0.06,7.44,Chicago,Mandarin,Greater than or equal to 7
74830,0.13,4.91,Houston,English,Greater than or equal to 7
74833,0.02,4.51,Miami,Spanish,Greater than or equal to 7
74834,0.09,3.03,Los Angeles,German,Greater than or equal to 7
74835,0.13,5.06,New York,Mandarin,Greater than or equal to 7
74839,0.08,5.64,Houston,Spanish,Greater than or equal to 7
74841,0.03,4.14,Houston,French,Greater than or equal to 7
74843,0.1,3.87,Miami,French,Greater than or equal to 7
74845,0.08,7.17,Miami,German,Greater than or equal to 7
74846,0.14,4.56,Miami,English,Greater than or equal to 7
74847,0.02,7.26,Houston,French,Greater than or equal to 7
74851,0.01,6.61,New York,German,Greater than or equal to 7
74852,0.05,3.15,New York,English,Greater than or equal to 7
74853,0.14,2.1,Chicago,Mandarin,Greater than or equal to 7
74857,0.12,4.89,Chicago,French,Greater than or equal to 7
74858,0.13,2.43,Chicago,Mandarin,Greater than or equal to 7
74861,0.13,4.77,Chicago,French,Greater than or equal to 7
74863,0.04,3.45,Miami,Mandarin,Greater than or equal to 7
74864,0.13,3.6,Houston,English,Greater than or equal to 7
74866,0.1,2.86,Houston,Spanish,Greater than or equal to 7
74867,0.05,7.29,Los Angeles,Spanish,Greater than or equal to 7
74868,0.1,6.28,Houston,English,Greater than or equal to 7
74870,0.07,3.41,Los Angeles,Mandarin,Greater than or equal to 7
74872,0.12,6.87,Chicago,French,Greater than or equal to 7
74873,0.05,6.42,Los Angeles,English,Greater than or equal to 7
74874,0.04,3.26,Los Angeles,English,Greater than or equal to 7
74880,0.07,3.78,Houston,German,Greater than or equal to 7
74882,0.08,3.78,Houston,Mandarin,Greater than or equal to 7
74883,0.02,4.34,Los Angeles,German,Greater than or equal to 7
74884,0.1,7.58,New York,English,Greater than or equal to 7
74885,0.01,4.51,Houston,Spanish,Greater than or equal to 7
74886,0.03,2.24,Chicago,English,Greater than or equal to 7
74888,0.13,2.32,Houston,French,Greater than or equal to 7
74892,0.1,7.93,Houston,French,Greater than or equal to 7
74894,0.02,2.1,Houston,German,Greater than or equal to 7
74895,0.1,6.09,New York,Mandarin,Greater than or equal to 7
74899,0.02,5.04,Chicago,French,Greater than or equal to 7
74900,0.14,5.57,Miami,French,Greater than or equal to 7
74903,0.12,5.12,Los Angeles,English,Greater than or equal to 7
74905,0.11,7.08,Miami,French,Greater than or equal to 7
74907,0.07,5.18,Houston,German,Greater than or equal to 7
74908,0.08,4.58,Miami,French,Greater than or equal to 7
74909,0.01,2.29,Los Angeles,French,Greater than or equal to 7
74912,0.08,6.52,New York,English,Greater than or equal to 7
74913,0.08,7.73,Los Angeles,English,Greater than or equal to 7
74914,0.11,2.13,Chicago,French,Greater than or equal to 7
74916,0.04,2.74,Miami,French,Greater than or equal to 7
74919,0.13,2.57,New York,French,Greater than or equal to 7
74921,0.03,7.47,Miami,Spanish,Greater than or equal to 7
74923,0.05,3.83,Los Angeles,German,Greater than or equal to 7
74930,0.11,6.92,Houston,Mandarin,Greater than or equal to 7
74931,0.13,7.11,Chicago,English,Greater than or equal to 7
74933,0.02,7.75,Chicago,Spanish,Greater than or equal to 7
74935,0.07,3.77,Los Angeles,French,Greater than or equal to 7
74936,0.13,4.12,Los Angeles,Mandarin,Greater than or equal to 7
74939,0.02,5.69,Houston,English,Greater than or equal to 7
74943,0.1,2.48,Miami,English,Greater than or equal to 7
74944,0.06,6.51,Los Angeles,French,Greater than or equal to 7
74946,0.14,4.65,Miami,Mandarin,Greater than or equal to 7
74947,0.13,5.75,Chicago,French,Greater than or equal to 7
74949,0.12,2.88,New York,English,Greater than or equal to 7
