Campaign_ID,Campaign_Type,Channel_Used,Conversion_Rate,Customer_Segment,Date,Engagement_Score_Segment,Click_Thru_Rate
105902,Social Media,Google Ads,0.14,Foodies,Sunday,Greater than or equal to 7,0.027322404
105903,Email,Google Ads,0.06,Outdoor Adventurers,Monday,Greater than or equal to 7,0.036646586
105908,Email,Google Ads,0.01,Fashionistas,Saturday,Greater than or equal to 7,0.346084877
105910,Display,YouTube,0.02,Health & Wellness,Monday,Greater than or equal to 7,0.06448683
105911,Social Media,Facebook,0.14,Foodies,Tuesday,Greater than or equal to 7,0.10945603
105915,Display,YouTube,0.08,Fashionistas,Saturday,Greater than or equal to 7,0.263476348
105916,Display,Website,0.06,Fashionistas,Sunday,Greater than or equal to 7,0.040629685
105917,Search,Website,0.14,Health & Wellness,Monday,Greater than or equal to 7,0.111738604
105922,Social Media,Instagram,0.04,Foodies,Saturday,Greater than or equal to 7,0.02882803
105924,Social Media,YouTube,0.14,Foodies,Monday,Greater than or equal to 7,0.111626033
105925,Social Media,Email,0.1,Health & Wellness,Tuesday,Greater than or equal to 7,0.046014369
105926,Search,Google Ads,0.07,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.087341517
105927,Social Media,YouTube,0.05,Foodies,Thursday,Greater than or equal to 7,0.190502638
105933,Social Media,Google Ads,0.13,Foodies,Wednesday,Greater than or equal to 7,0.127834246
105934,Social Media,Facebook,0.08,Fashionistas,Thursday,Greater than or equal to 7,0.175084175
105938,Search,Instagram,0.13,Outdoor Adventurers,Monday,Greater than or equal to 7,0.033526012
105942,Search,Email,0.07,Outdoor Adventurers,Friday,Greater than or equal to 7,0.118736242
105943,Search,Facebook,0.07,Foodies,Saturday,Greater than or equal to 7,0.534510433
105945,Influencer,YouTube,0.11,Fashionistas,Monday,Greater than or equal to 7,0.172884919
105947,Search,Website,0.09,Foodies,Wednesday,Greater than or equal to 7,0.089655172
105950,Influencer,YouTube,0.13,Health & Wellness,Saturday,Greater than or equal to 7,0.028615227
105951,Display,Email,0.06,Health & Wellness,Sunday,Greater than or equal to 7,0.137581801
105952,Social Media,Instagram,0.07,Fashionistas,Monday,Greater than or equal to 7,0.119296317
105953,Influencer,Website,0.14,Foodies,Tuesday,Greater than or equal to 7,0.549275362
105954,Influencer,Website,0.15,Health & Wellness,Wednesday,Greater than or equal to 7,0.069040781
105955,Email,Instagram,0.14,Foodies,Thursday,Greater than or equal to 7,0.042223355
105963,Social Media,Facebook,0.11,Health & Wellness,Friday,Greater than or equal to 7,0.376688344
105966,Social Media,Facebook,0.01,Outdoor Adventurers,Monday,Greater than or equal to 7,0.131466227
105968,Influencer,Instagram,0.07,Fashionistas,Wednesday,Greater than or equal to 7,0.050774075
105970,Email,Website,0.07,Outdoor Adventurers,Friday,Greater than or equal to 7,0.064472801
105972,Social Media,Email,0.03,Health & Wellness,Sunday,Greater than or equal to 7,0.149783817
105976,Social Media,YouTube,0.03,Health & Wellness,Thursday,Greater than or equal to 7,0.232492997
105978,Email,Website,0.14,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.799061033
105984,Email,YouTube,0.02,Outdoor Adventurers,Friday,Greater than or equal to 7,0.050834598
105987,Social Media,Email,0.12,Foodies,Monday,Greater than or equal to 7,0.338222606
105988,Search,Google Ads,0.06,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.130943102
105989,Influencer,Google Ads,0.05,Foodies,Wednesday,Greater than or equal to 7,0.213165075
105993,Display,Instagram,0.11,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.0682585
106002,Display,Facebook,0.04,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.060253092
106006,Social Media,YouTube,0.08,Health & Wellness,Saturday,Greater than or equal to 7,0.174900925
106013,Social Media,Google Ads,0.03,Foodies,Saturday,Greater than or equal to 7,0.142519499
106014,Search,Google Ads,0.01,Foodies,Sunday,Greater than or equal to 7,0.799614644
106017,Display,Email,0.13,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.159406506
106019,Search,Facebook,0.01,Foodies,Friday,Greater than or equal to 7,0.082782609
106035,Display,Google Ads,0.1,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.070866142
106038,Search,Email,0.08,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.155525847
106040,Search,YouTube,0.1,Outdoor Adventurers,Friday,Greater than or equal to 7,0.028799131
106047,Display,Email,0.05,Outdoor Adventurers,Friday,Greater than or equal to 7,0.064783623
106048,Search,Facebook,0.12,Health & Wellness,Saturday,Greater than or equal to 7,0.267731988
106049,Search,Facebook,0.01,Fashionistas,Sunday,Greater than or equal to 7,0.032198825
106054,Influencer,Instagram,0.05,Outdoor Adventurers,Friday,Greater than or equal to 7,0.139429109
106057,Search,Website,0.06,Fashionistas,Monday,Greater than or equal to 7,0.189553496
106059,Display,Google Ads,0.12,Fashionistas,Wednesday,Greater than or equal to 7,0.040373322
106063,Social Media,Google Ads,0.09,Foodies,Sunday,Greater than or equal to 7,0.065996548
106064,Display,Google Ads,0.1,Foodies,Monday,Greater than or equal to 7,0.040069686
106070,Social Media,Google Ads,0.04,Fashionistas,Sunday,Greater than or equal to 7,0.076433121
106072,Email,Google Ads,0.09,Fashionistas,Tuesday,Greater than or equal to 7,0.072849214
106073,Influencer,Facebook,0.12,Foodies,Wednesday,Greater than or equal to 7,0.190645352
106074,Email,Website,0.05,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.026763152
106077,Social Media,YouTube,0.02,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.303867403
106081,Social Media,Website,0.03,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.171859296
106083,Display,Instagram,0.13,Fashionistas,Saturday,Greater than or equal to 7,0.042208533
106090,Social Media,Instagram,0.07,Fashionistas,Saturday,Greater than or equal to 7,0.536352041
106091,Social Media,Website,0.07,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.066079295
106092,Display,Email,0.1,Health & Wellness,Monday,Greater than or equal to 7,0.252859723
106094,Influencer,Google Ads,0.12,Outdoor Adventurers,Wednesday,Greater than or equal to 7,0.149525894
106095,Email,Facebook,0.12,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.032996275
106100,Display,Website,0.05,Fashionistas,Tuesday,Greater than or equal to 7,0.141047784
106101,Email,Facebook,0.03,Fashionistas,Wednesday,Greater than or equal to 7,0.070343137
106102,Social Media,Instagram,0.02,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.043360434
106104,Display,Facebook,0.06,Health & Wellness,Saturday,Greater than or equal to 7,0.034043813
106105,Display,YouTube,0.08,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.773205742
106108,Search,Google Ads,0.06,Foodies,Wednesday,Greater than or equal to 7,0.161539845
106110,Search,Email,0.09,Foodies,Friday,Greater than or equal to 7,0.275823872
106115,Influencer,Email,0.02,Foodies,Wednesday,Greater than or equal to 7,0.281092012
106119,Display,Instagram,0.05,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.127532381
106120,Display,YouTube,0.08,Health & Wellness,Monday,Greater than or equal to 7,0.021382542
106122,Influencer,Facebook,0.11,Fashionistas,Wednesday,Greater than or equal to 7,0.444859813
106125,Search,Website,0.02,Health & Wellness,Saturday,Greater than or equal to 7,0.511950655
106126,Influencer,Google Ads,0.12,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.094404054
106131,Search,Google Ads,0.04,Outdoor Adventurers,Friday,Greater than or equal to 7,0.270238561
106133,Influencer,Facebook,0.09,Health & Wellness,Sunday,Greater than or equal to 7,0.115398106
106139,Display,Google Ads,0.07,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.075471698
106140,Email,Instagram,0.07,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.212214921
106143,Influencer,YouTube,0.03,Outdoor Adventurers,Wednesday,Greater than or equal to 7,0.531482735
106147,Search,Google Ads,0.07,Foodies,Sunday,Greater than or equal to 7,0.107274556
106148,Display,Facebook,0.07,Fashionistas,Monday,Greater than or equal to 7,0.114160948
106150,Social Media,Instagram,0.1,Fashionistas,Wednesday,Greater than or equal to 7,0.108424632
106151,Search,Instagram,0.11,Health & Wellness,Thursday,Greater than or equal to 7,0.070877857
106152,Display,Facebook,0.13,Foodies,Friday,Greater than or equal to 7,0.072600584
106154,Display,Email,0.12,Health & Wellness,Sunday,Greater than or equal to 7,0.395335609
106157,Search,Instagram,0.09,Fashionistas,Wednesday,Greater than or equal to 7,0.061340942
106158,Email,Facebook,0.03,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.195232467
106161,Display,YouTube,0.11,Foodies,Sunday,Greater than or equal to 7,0.144456887
106167,Display,YouTube,0.03,Foodies,Saturday,Greater than or equal to 7,0.151550478
106170,Email,Instagram,0.06,Foodies,Tuesday,Greater than or equal to 7,0.179168453
106172,Email,YouTube,0.04,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.125590817
106173,Influencer,Facebook,0.12,Tech Enthusiasts,Friday,Greater than or equal to 7,0.045682851
106179,Social Media,Website,0.02,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.316943522
106182,Influencer,YouTube,0.06,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.127949659
106183,Social Media,Website,0.07,Fashionistas,Monday,Greater than or equal to 7,0.2839963
106185,Email,Facebook,0.08,Foodies,Wednesday,Greater than or equal to 7,0.059997942
106193,Influencer,Facebook,0.06,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.112803677
106194,Social Media,Email,0.09,Foodies,Friday,Greater than or equal to 7,0.172492837
106197,Search,Website,0.07,Outdoor Adventurers,Monday,Greater than or equal to 7,0.115428571
106198,Social Media,Instagram,0.04,Health & Wellness,Tuesday,Greater than or equal to 7,0.20332159
106199,Social Media,Google Ads,0.13,Fashionistas,Wednesday,Greater than or equal to 7,0.112132946
106203,Search,YouTube,0.06,Fashionistas,Sunday,Greater than or equal to 7,0.111328125
106207,Email,Instagram,0.14,Health & Wellness,Thursday,Greater than or equal to 7,0.146551724
106208,Email,Facebook,0.08,Foodies,Friday,Greater than or equal to 7,0.446859903
106209,Social Media,Facebook,0.13,Health & Wellness,Saturday,Greater than or equal to 7,0.134092781
106211,Email,Facebook,0.13,Health & Wellness,Monday,Greater than or equal to 7,0.096843232
106214,Email,YouTube,0.06,Foodies,Thursday,Greater than or equal to 7,0.170617174
106217,Email,Website,0.14,Foodies,Saturday,Greater than or equal to 7,0.037997519
106224,Display,Website,0.05,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.182638889
106225,Display,Website,0.13,Foodies,Sunday,Greater than or equal to 7,0.518822724
106226,Influencer,YouTube,0.1,Health & Wellness,Monday,Greater than or equal to 7,0.021157168
106227,Display,YouTube,0.03,Foodies,Tuesday,Greater than or equal to 7,0.053592969
106233,Display,Instagram,0.11,Fashionistas,Monday,Greater than or equal to 7,0.042669877
106236,Email,Website,0.12,Fashionistas,Thursday,Greater than or equal to 7,0.125142207
106237,Influencer,Email,0.14,Foodies,Friday,Greater than or equal to 7,0.087398374
106241,Search,Website,0.14,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.281191806
106243,Search,Email,0.1,Fashionistas,Thursday,Greater than or equal to 7,0.327912254
106246,Influencer,YouTube,0.03,Health & Wellness,Sunday,Greater than or equal to 7,0.071837402
106247,Display,Instagram,0.04,Health & Wellness,Monday,Greater than or equal to 7,0.264641288
106254,Social Media,YouTube,0.06,Tech Enthusiasts,Monday,Greater than or equal to 7,0.095481442
106261,Search,Google Ads,0.13,Foodies,Monday,Greater than or equal to 7,0.191397849
106262,Social Media,Google Ads,0.09,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.046712977
106265,Search,Facebook,0.12,Outdoor Adventurers,Friday,Greater than or equal to 7,0.013162796
106266,Display,Website,0.08,Health & Wellness,Saturday,Greater than or equal to 7,0.044238683
106267,Search,Email,0.12,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.065118913
106268,Email,Email,0.1,Health & Wellness,Monday,Greater than or equal to 7,0.315549316
106271,Influencer,Website,0.09,Fashionistas,Thursday,Greater than or equal to 7,0.294557097
106272,Social Media,Instagram,0.02,Outdoor Adventurers,Friday,Greater than or equal to 7,0.110627296
106273,Influencer,Website,0.13,Fashionistas,Saturday,Greater than or equal to 7,0.044187798
106274,Influencer,Website,0.05,Foodies,Sunday,Greater than or equal to 7,0.032831901
106275,Email,Facebook,0.06,Tech Enthusiasts,Monday,Greater than or equal to 7,0.10117773
106279,Influencer,Instagram,0.03,Foodies,Friday,Greater than or equal to 7,0.254895866
106281,Display,Website,0.11,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.244250871
106282,Influencer,Facebook,0.05,Tech Enthusiasts,Monday,Greater than or equal to 7,0.09081094
106283,Display,Instagram,0.09,Foodies,Tuesday,Greater than or equal to 7,0.016918153
106285,Influencer,Facebook,0.08,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.113937405
106286,Email,Instagram,0.14,Health & Wellness,Friday,Greater than or equal to 7,0.146173377
106291,Social Media,Google Ads,0.13,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.311064718
106295,Influencer,YouTube,0.15,Fashionistas,Sunday,Greater than or equal to 7,0.024934383
106296,Social Media,Google Ads,0.14,Fashionistas,Monday,Greater than or equal to 7,0.116826615
106297,Email,Google Ads,0.07,Fashionistas,Tuesday,Greater than or equal to 7,0.084313119
106298,Social Media,Email,0.14,Health & Wellness,Wednesday,Greater than or equal to 7,0.033643522
106299,Search,Website,0.05,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.220374707
106302,Influencer,Google Ads,0.1,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.041377227
106303,Display,Instagram,0.05,Foodies,Monday,Greater than or equal to 7,0.09585196
106306,Display,Website,0.1,Foodies,Thursday,Greater than or equal to 7,0.197416974
106307,Search,Email,0.06,Outdoor Adventurers,Friday,Greater than or equal to 7,0.082348813
106310,Influencer,YouTube,0.15,Tech Enthusiasts,Monday,Greater than or equal to 7,0.07598438
106312,Social Media,YouTube,0.11,Fashionistas,Wednesday,Greater than or equal to 7,0.015827534
106318,Display,Google Ads,0.12,Health & Wellness,Tuesday,Greater than or equal to 7,0.30784391
106319,Influencer,Instagram,0.01,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.025313569
106320,Search,Email,0.02,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.504520796
106321,Social Media,Website,0.08,Foodies,Friday,Greater than or equal to 7,0.502759382
106324,Email,Email,0.1,Health & Wellness,Monday,Greater than or equal to 7,0.092980857
106325,Display,Email,0.05,Health & Wellness,Tuesday,Greater than or equal to 7,0.029874214
106327,Email,Google Ads,0.09,Fashionistas,Thursday,Greater than or equal to 7,0.036658142
106328,Email,Instagram,0.07,Foodies,Friday,Greater than or equal to 7,0.098207618
106332,Email,Instagram,0.13,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.140482574
106333,Social Media,Google Ads,0.05,Fashionistas,Wednesday,Greater than or equal to 7,0.069202566
106334,Influencer,Website,0.01,Foodies,Thursday,Greater than or equal to 7,0.063045793
106335,Search,Instagram,0.02,Fashionistas,Friday,Greater than or equal to 7,0.356192851
106336,Email,Email,0.03,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.27878975
106340,Search,YouTube,0.14,Health & Wellness,Wednesday,Greater than or equal to 7,0.0766849
106341,Display,Google Ads,0.13,Foodies,Thursday,Greater than or equal to 7,0.071028037
106342,Display,Website,0.03,Tech Enthusiasts,Friday,Greater than or equal to 7,0.043182225
106343,Search,Facebook,0.1,Fashionistas,Saturday,Greater than or equal to 7,0.102173033
106346,Influencer,Facebook,0.11,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.118448637
106353,Display,YouTube,0.14,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.084250067
106357,Social Media,Facebook,0.15,Health & Wellness,Saturday,Greater than or equal to 7,0.232037194
106359,Search,Website,0.09,Tech Enthusiasts,Monday,Greater than or equal to 7,0.132734237
106362,Display,Google Ads,0.01,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.207622298
106365,Email,YouTube,0.07,Fashionistas,Sunday,Greater than or equal to 7,0.049100011
106369,Social Media,YouTube,0.14,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.019356526
106375,Email,Website,0.09,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.05419298
106378,Influencer,Instagram,0.09,Foodies,Saturday,Greater than or equal to 7,0.079309993
106380,Influencer,Google Ads,0.02,Outdoor Adventurers,Monday,Greater than or equal to 7,0.02404996
106382,Display,Instagram,0.08,Fashionistas,Wednesday,Greater than or equal to 7,0.113859493
106383,Search,Website,0.15,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.062533121
106384,Social Media,Google Ads,0.01,Foodies,Friday,Greater than or equal to 7,0.013790306
106386,Display,Email,0.14,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.040777318
106388,Social Media,Instagram,0.14,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.110740408
106395,Influencer,Website,0.09,Health & Wellness,Tuesday,Greater than or equal to 7,0.253428415
106397,Display,YouTube,0.07,Tech Enthusiasts,Thursday,Greater than or equal to 7,0.482310094
106401,Display,Website,0.03,Fashionistas,Monday,Greater than or equal to 7,0.101713062
106402,Email,Facebook,0.11,Health & Wellness,Tuesday,Greater than or equal to 7,0.196164602
106403,Display,Instagram,0.02,Health & Wellness,Wednesday,Greater than or equal to 7,0.064471007
106404,Display,Website,0.12,Foodies,Thursday,Greater than or equal to 7,0.15711501
106407,Influencer,Website,0.15,Fashionistas,Sunday,Greater than or equal to 7,0.072446317
106408,Influencer,Instagram,0.05,Tech Enthusiasts,Monday,Greater than or equal to 7,0.061629812
106409,Influencer,Google Ads,0.11,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.212491195
106410,Influencer,Instagram,0.09,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.117904613
106411,Social Media,Email,0.04,Health & Wellness,Thursday,Greater than or equal to 7,0.043237093
106413,Search,YouTube,0.1,Fashionistas,Saturday,Greater than or equal to 7,0.121243523
106417,Search,Google Ads,0.06,Foodies,Wednesday,Greater than or equal to 7,0.502779984
106418,Email,Instagram,0.05,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.090381737
106419,Search,Instagram,0.11,Health & Wellness,Friday,Greater than or equal to 7,0.06609462
106425,Social Media,Email,0.04,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.253784506
106427,Display,Facebook,0.06,Fashionistas,Saturday,Greater than or equal to 7,0.073195356
106428,Social Media,Google Ads,0.05,Health & Wellness,Sunday,Greater than or equal to 7,0.02853067
106429,Social Media,Google Ads,0.08,Foodies,Monday,Greater than or equal to 7,0.659227468
106431,Search,Facebook,0.14,Outdoor Adventurers,Wednesday,Greater than or equal to 7,0.200198462
106433,Search,Instagram,0.14,Foodies,Friday,Greater than or equal to 7,0.176409186
106434,Influencer,YouTube,0.13,Foodies,Saturday,Greater than or equal to 7,0.291991101
106436,Social Media,Email,0.04,Tech Enthusiasts,Monday,Greater than or equal to 7,0.09616349
106443,Search,Email,0.03,Fashionistas,Monday,Greater than or equal to 7,0.096936213
106444,Social Media,Instagram,0.13,Fashionistas,Tuesday,Greater than or equal to 7,0.12257587
106447,Influencer,Email,0.11,Health & Wellness,Friday,Greater than or equal to 7,0.039395328
106448,Email,Instagram,0.03,Health & Wellness,Saturday,Greater than or equal to 7,0.045226131
106457,Email,Instagram,0.13,Outdoor Adventurers,Monday,Greater than or equal to 7,0.367906067
106460,Email,Google Ads,0.01,Foodies,Thursday,Greater than or equal to 7,0.200558214
106462,Display,Website,0.12,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.101654565
106463,Display,Email,0.1,Foodies,Sunday,Greater than or equal to 7,0.102917035
106465,Display,Facebook,0.05,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.040268456
106466,Email,Website,0.1,Outdoor Adventurers,Wednesday,Greater than or equal to 7,0.043425995
106468,Influencer,Website,0.13,Outdoor Adventurers,Friday,Greater than or equal to 7,0.112743152
106469,Search,Instagram,0.14,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.042107536
106471,Search,YouTube,0.12,Fashionistas,Monday,Greater than or equal to 7,0.170534459
106474,Display,Instagram,0.1,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.0792
106475,Email,Instagram,0.03,Health & Wellness,Friday,Greater than or equal to 7,0.231445313
106477,Social Media,Website,0.12,Health & Wellness,Sunday,Greater than or equal to 7,0.017216643
106478,Social Media,Google Ads,0.07,Outdoor Adventurers,Monday,Greater than or equal to 7,0.110212672
106479,Search,Instagram,0.01,Foodies,Tuesday,Greater than or equal to 7,0.357862903
106481,Search,YouTube,0.05,Health & Wellness,Thursday,Greater than or equal to 7,0.083857442
106486,Influencer,Facebook,0.05,Fashionistas,Tuesday,Greater than or equal to 7,0.057128152
106491,Social Media,Facebook,0.08,Foodies,Sunday,Greater than or equal to 7,0.140840749
106493,Search,Email,0.06,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.035338495
106494,Display,Facebook,0.13,Outdoor Adventurers,Wednesday,Greater than or equal to 7,0.045602183
106495,Email,Instagram,0.12,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.094154459
106497,Display,Facebook,0.11,Health & Wellness,Saturday,Greater than or equal to 7,0.340640809
106501,Email,Instagram,0.09,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.15189661
106503,Display,Facebook,0.07,Fashionistas,Friday,Greater than or equal to 7,0.044824087
106504,Influencer,Google Ads,0.08,Fashionistas,Saturday,Greater than or equal to 7,0.067536965
106506,Display,Facebook,0.07,Fashionistas,Monday,Greater than or equal to 7,0.055094661
106508,Display,Google Ads,0.02,Foodies,Wednesday,Greater than or equal to 7,0.42144873
106510,Social Media,Website,0.07,Health & Wellness,Friday,Greater than or equal to 7,0.031401238
106513,Social Media,Google Ads,0.13,Fashionistas,Monday,Greater than or equal to 7,0.490183246
106515,Social Media,YouTube,0.1,Health & Wellness,Wednesday,Greater than or equal to 7,0.149711509
106520,Social Media,Email,0.04,Foodies,Monday,Greater than or equal to 7,0.284803002
106522,Display,Email,0.02,Foodies,Wednesday,Greater than or equal to 7,0.738072965
106526,Search,YouTube,0.04,Fashionistas,Sunday,Greater than or equal to 7,0.078301338
106529,Display,Google Ads,0.09,Health & Wellness,Wednesday,Greater than or equal to 7,0.02342839
106530,Display,Instagram,0.14,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.085989622
106531,Influencer,Facebook,0.12,Foodies,Friday,Greater than or equal to 7,0.034009294
106533,Email,Website,0.12,Tech Enthusiasts,Sunday,Greater than or equal to 7,0.016645729
106538,Influencer,Email,0.13,Health & Wellness,Friday,Greater than or equal to 7,0.207210626
106545,Email,Facebook,0.04,Fashionistas,Friday,Greater than or equal to 7,0.424548353
106547,Social Media,Website,0.08,Fashionistas,Sunday,Greater than or equal to 7,0.145265888
106549,Email,Email,0.04,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.113322278
106551,Influencer,Instagram,0.14,Foodies,Thursday,Greater than or equal to 7,0.116479269
106552,Display,Facebook,0.03,Outdoor Adventurers,Friday,Greater than or equal to 7,0.097446374
106554,Display,Email,0.03,Health & Wellness,Sunday,Greater than or equal to 7,0.062381134
106555,Influencer,YouTube,0.07,Health & Wellness,Monday,Greater than or equal to 7,0.352675693
106556,Social Media,Instagram,0.05,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.128378378
106559,Influencer,Website,0.1,Health & Wellness,Friday,Greater than or equal to 7,0.203192407
106565,Influencer,Google Ads,0.14,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.10976388
106567,Search,Google Ads,0.1,Outdoor Adventurers,Saturday,Greater than or equal to 7,0.032457879
106568,Display,Google Ads,0.15,Fashionistas,Sunday,Greater than or equal to 7,0.19426457
106571,Display,YouTube,0.05,Outdoor Adventurers,Wednesday,Greater than or equal to 7,0.211862069
106572,Display,Google Ads,0.06,Health & Wellness,Thursday,Greater than or equal to 7,0.069614711
106576,Email,YouTube,0.13,Fashionistas,Monday,Greater than or equal to 7,0.157925522
106577,Influencer,Google Ads,0.11,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.086973378
106579,Display,Website,0.07,Foodies,Thursday,Greater than or equal to 7,0.051638976
106584,Display,Email,0.03,Tech Enthusiasts,Monday,Greater than or equal to 7,0.099069513
106585,Display,Facebook,0.05,Tech Enthusiasts,Tuesday,Greater than or equal to 7,0.506243496
106586,Social Media,Google Ads,0.14,Tech Enthusiasts,Wednesday,Greater than or equal to 7,0.060949427
106589,Social Media,Website,0.02,Foodies,Saturday,Greater than or equal to 7,0.203663323
106592,Display,Instagram,0.11,Foodies,Tuesday,Greater than or equal to 7,0.045034965
106593,Search,Email,0.07,Health & Wellness,Wednesday,Greater than or equal to 7,0.066643999
106596,Email,Email,0.08,Fashionistas,Saturday,Greater than or equal to 7,0.090282337
106602,Social Media,Instagram,0.1,Tech Enthusiasts,Friday,Greater than or equal to 7,0.112555958
106603,Social Media,Facebook,0.02,Foodies,Saturday,Greater than or equal to 7,0.127295558
106607,Email,Website,0.14,Health & Wellness,Wednesday,Greater than or equal to 7,0.060963725
106608,Display,Email,0.12,Foodies,Thursday,Greater than or equal to 7,0.205908684
106610,Display,Facebook,0.1,Health & Wellness,Saturday,Greater than or equal to 7,0.01683211
106619,Influencer,Google Ads,0.07,Fashionistas,Monday,Greater than or equal to 7,0.370900693
106622,Social Media,YouTube,0.09,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.106132075
106624,Email,Instagram,0.11,Foodies,Saturday,Greater than or equal to 7,0.031067364
106625,Display,YouTube,0.12,Health & Wellness,Sunday,Greater than or equal to 7,0.509174312
106629,Search,Website,0.14,Outdoor Adventurers,Thursday,Greater than or equal to 7,0.033642691
106632,Influencer,Email,0.13,Outdoor Adventurers,Sunday,Greater than or equal to 7,0.548019208
106633,Influencer,YouTube,0.06,Fashionistas,Monday,Greater than or equal to 7,0.114441417
106639,Influencer,YouTube,0.02,Health & Wellness,Sunday,Greater than or equal to 7,0.079749203
106641,Social Media,Facebook,0.14,Fashionistas,Tuesday,Greater than or equal to 7,0.246728972
106642,Influencer,Google Ads,0.01,Foodies,Wednesday,Greater than or equal to 7,0.09185292
106644,Email,Email,0.11,Foodies,Friday,Greater than or equal to 7,0.031770433
106646,Email,Google Ads,0.08,Health & Wellness,Sunday,Greater than or equal to 7,0.041030809
106648,Email,Google Ads,0.09,Outdoor Adventurers,Tuesday,Greater than or equal to 7,0.154684738
106651,Social Media,Email,0.06,Outdoor Adventurers,Friday,Greater than or equal to 7,0.185457358
106654,Search,Website,0.01,Tech Enthusiasts,Monday,Greater than or equal to 7,0.128554502
106656,Display,Google Ads,0.03,Health & Wellness,Wednesday,Greater than or equal to 7,0.160202086
106659,Email,Google Ads,0.15,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.029709998
106664,Social Media,Website,0.12,Fashionistas,Thursday,Greater than or equal to 7,0.109915725
106665,Social Media,Website,0.14,Tech Enthusiasts,Friday,Greater than or equal to 7,0.116985377
106672,Display,YouTube,0.06,Health & Wellness,Friday,Greater than or equal to 7,0.113664511
106673,Display,Google Ads,0.14,Fashionistas,Saturday,Greater than or equal to 7,0.139482879
106676,Influencer,Facebook,0.02,Foodies,Tuesday,Greater than or equal to 7,0.123869509
106678,Social Media,Google Ads,0.1,Fashionistas,Thursday,Greater than or equal to 7,0.049323342
106679,Influencer,YouTube,0.09,Fashionistas,Friday,Greater than or equal to 7,0.093234219
106680,Search,Google Ads,0.08,Tech Enthusiasts,Saturday,Greater than or equal to 7,0.077480246
