Campaign_ID,Campaign_Type,Target_Audience,Duration_in_Days,Channel_Used,Conversion_Rate,ROI,Location,Language,Customer_Segment,Date,Engagement_Score_Segment
74352,Display,Women 25-34,45,Facebook,0.15,4.04,Houston,German,Foodies,9/14/21,Greater than or equal to 7
74353,Email,Women 35-44,30,Facebook,0.05,2.73,New York,German,Fashionistas,9/15/21,Greater than or equal to 7
74354,Social Media,Women 25-34,30,Instagram,0.12,6.52,Houston,English,Foodies,9/16/21,Greater than or equal to 7
74356,Influencer,Women 25-34,15,Google Ads,0.07,7.76,New York,German,Foodies,9/18/21,Greater than or equal to 7
74357,Influencer,All Ages,15,Website,0.09,6.22,New York,Mandarin,Foodies,9/19/21,Greater than or equal to 7
74358,Social Media,Men 18-24,30,Website,0.14,2.99,Chicago,Mandarin,Health & Wellness,9/20/21,Greater than or equal to 7
74359,Search,Men 25-34,30,Facebook,0.07,3.52,Miami,German,Tech Enthusiasts,9/21/21,Greater than or equal to 7
74360,Social Media,Men 18-24,45,Website,0.05,2.98,Miami,Mandarin,Health & Wellness,9/22/21,Greater than or equal to 7
74361,Display,Men 25-34,15,Facebook,0.12,4.4,Houston,French,Tech Enthusiasts,9/23/21,Greater than or equal to 7
74363,Display,Women 25-34,60,YouTube,0.02,6.18,Houston,Mandarin,Outdoor Adventurers,9/25/21,Greater than or equal to 7
74365,Display,Women 25-34,15,Website,0.07,2.38,Houston,French,Outdoor Adventurers,9/27/21,Greater than or equal to 7
74369,Social Media,Women 25-34,45,Email,0.03,5.51,New York,French,Foodies,10/1/21,Greater than or equal to 7
74371,Display,All Ages,45,YouTube,0.05,2.86,New York,Spanish,Health & Wellness,10/3/21,Greater than or equal to 7
74372,Search,Men 25-34,60,Google Ads,0.09,7.24,Houston,Spanish,Outdoor Adventurers,10/4/21,Greater than or equal to 7
74373,Email,Men 25-34,45,Email,0.08,6.09,New York,English,Health & Wellness,10/5/21,Greater than or equal to 7
74379,Email,Women 35-44,15,Facebook,0.04,3.28,Chicago,Spanish,Health & Wellness,10/11/21,Greater than or equal to 7
74381,Email,Women 25-34,60,YouTube,0.1,2.07,New York,English,Health & Wellness,10/13/21,Greater than or equal to 7
74389,Influencer,All Ages,45,Email,0.11,2.95,Los Angeles,German,Outdoor Adventurers,10/21/21,Greater than or equal to 7
74390,Social Media,Men 18-24,30,Google Ads,0.09,5.96,Houston,French,Health & Wellness,10/22/21,Greater than or equal to 7
74391,Display,Women 35-44,60,YouTube,0.11,5.02,Houston,English,Foodies,10/23/21,Greater than or equal to 7
74392,Influencer,Women 25-34,45,Website,0.1,5.64,Houston,Spanish,Fashionistas,10/24/21,Greater than or equal to 7
74395,Email,Men 18-24,15,Facebook,0.13,2.86,Houston,German,Outdoor Adventurers,10/27/21,Greater than or equal to 7
74396,Search,All Ages,45,Facebook,0.14,5.93,Miami,Spanish,Fashionistas,10/28/21,Greater than or equal to 7
74399,Influencer,Men 18-24,15,YouTube,0.04,5.29,Houston,Spanish,Tech Enthusiasts,10/31/21,Greater than or equal to 7
74400,Display,Men 18-24,30,Facebook,0.12,3.94,Houston,Mandarin,Tech Enthusiasts,11/1/21,Greater than or equal to 7
74401,Search,Women 25-34,45,Email,0.1,3.89,Los Angeles,Spanish,Outdoor Adventurers,11/2/21,Greater than or equal to 7
74409,Social Media,Men 18-24,30,Instagram,0.13,2.02,Houston,Spanish,Outdoor Adventurers,11/10/21,Greater than or equal to 7
74410,Social Media,Men 18-24,45,Website,0.14,7.14,Los Angeles,Mandarin,Outdoor Adventurers,11/11/21,Greater than or equal to 7
74418,Display,Men 25-34,45,Google Ads,0.04,3.9,Miami,Spanish,Fashionistas,11/19/21,Greater than or equal to 7
74419,Influencer,Women 35-44,30,YouTube,0.11,4.32,New York,Mandarin,Foodies,11/20/21,Greater than or equal to 7
74422,Display,Men 18-24,30,Facebook,0.07,7.11,Miami,Mandarin,Fashionistas,11/23/21,Greater than or equal to 7
74424,Email,Women 25-34,30,Google Ads,0.14,5.98,Houston,Mandarin,Tech Enthusiasts,11/25/21,Greater than or equal to 7
74425,Influencer,Men 18-24,30,Website,0.07,6.19,Chicago,Spanish,Foodies,11/26/21,Greater than or equal to 7
74426,Display,Women 35-44,30,YouTube,0.1,7.81,Miami,English,Health & Wellness,11/27/21,Greater than or equal to 7
74427,Display,Men 25-34,45,YouTube,0.13,5.61,New York,Mandarin,Health & Wellness,11/28/21,Greater than or equal to 7
74430,Search,Women 35-44,60,Email,0.03,7.67,Chicago,German,Tech Enthusiasts,12/1/21,Greater than or equal to 7
74433,Social Media,Men 25-34,60,Email,0.05,2.24,Los Angeles,German,Outdoor Adventurers,12/4/21,Greater than or equal to 7
74435,Social Media,Men 25-34,30,Website,0.1,7.67,Houston,German,Fashionistas,12/6/21,Greater than or equal to 7
74436,Social Media,Men 25-34,60,YouTube,0.02,3.44,New York,English,Health & Wellness,12/7/21,Greater than or equal to 7
74437,Search,Women 25-34,45,Website,0.03,6.45,Los Angeles,German,Health & Wellness,12/8/21,Greater than or equal to 7
74438,Social Media,Women 25-34,30,Website,0.1,3.52,Houston,French,Outdoor Adventurers,12/9/21,Greater than or equal to 7
74439,Email,Women 35-44,30,Website,0.01,4.83,Miami,Mandarin,Outdoor Adventurers,12/10/21,Greater than or equal to 7
74440,Display,Men 18-24,15,Google Ads,0.02,7.55,New York,English,Outdoor Adventurers,12/11/21,Greater than or equal to 7
74443,Search,Men 25-34,45,Google Ads,0.07,6.76,Houston,German,Fashionistas,12/14/21,Greater than or equal to 7
74444,Display,Men 25-34,60,Email,0.08,7.92,Houston,Mandarin,Tech Enthusiasts,12/15/21,Greater than or equal to 7
74445,Search,Men 25-34,60,Facebook,0.07,4.4,New York,Spanish,Tech Enthusiasts,12/16/21,Greater than or equal to 7
74446,Email,Women 25-34,60,YouTube,0.05,5.74,Los Angeles,German,Foodies,12/17/21,Greater than or equal to 7
74447,Search,Women 35-44,15,Google Ads,0.14,7.24,Los Angeles,German,Health & Wellness,12/18/21,Greater than or equal to 7
74448,Social Media,Men 18-24,45,Instagram,0.04,7.11,Los Angeles,German,Foodies,12/19/21,Greater than or equal to 7
74451,Social Media,Men 25-34,45,Google Ads,0.14,3.59,Chicago,Spanish,Outdoor Adventurers,12/22/21,Greater than or equal to 7
74452,Social Media,All Ages,45,Google Ads,0.04,3.78,Miami,Spanish,Foodies,12/23/21,Greater than or equal to 7
74454,Search,Men 25-34,15,Instagram,0.13,3.24,Los Angeles,English,Foodies,12/25/21,Greater than or equal to 7
74459,Influencer,Men 18-24,15,Email,0.11,7.39,Chicago,Mandarin,Foodies,12/30/21,Greater than or equal to 7
74464,Social Media,Men 25-34,15,YouTube,0.04,6.52,Chicago,Mandarin,Outdoor Adventurers,1/4/21,Greater than or equal to 7
74465,Email,Men 25-34,15,Google Ads,0.06,5.21,Miami,Mandarin,Tech Enthusiasts,1/5/21,Greater than or equal to 7
74470,Search,Women 25-34,45,Instagram,0.12,3.7,Chicago,German,Health & Wellness,1/10/21,Greater than or equal to 7
74471,Influencer,Men 18-24,15,Facebook,0.02,6.92,Miami,Spanish,Health & Wellness,1/11/21,Greater than or equal to 7
74475,Influencer,Men 18-24,60,Website,0.08,2.84,Miami,Mandarin,Fashionistas,1/15/21,Greater than or equal to 7
74476,Social Media,Men 25-34,15,Google Ads,0.1,2.48,Chicago,Spanish,Outdoor Adventurers,1/16/21,Greater than or equal to 7
74477,Influencer,Women 25-34,30,Google Ads,0.14,3.5,Los Angeles,English,Tech Enthusiasts,1/17/21,Greater than or equal to 7
74481,Social Media,Women 25-34,30,YouTube,0.14,5.9,Houston,Spanish,Outdoor Adventurers,1/21/21,Greater than or equal to 7
74490,Influencer,Women 25-34,60,Website,0.07,5.3,Los Angeles,English,Tech Enthusiasts,1/30/21,Greater than or equal to 7
74496,Influencer,Men 25-34,30,YouTube,0.08,4.49,New York,German,Outdoor Adventurers,2/5/21,Greater than or equal to 7
74497,Email,Men 18-24,60,Email,0.13,4.49,Miami,Spanish,Tech Enthusiasts,2/6/21,Greater than or equal to 7
74500,Display,Women 25-34,45,Facebook,0.06,6.43,Houston,German,Health & Wellness,2/9/21,Greater than or equal to 7
74501,Display,Women 25-34,15,Facebook,0.08,6.51,Los Angeles,Mandarin,Outdoor Adventurers,2/10/21,Greater than or equal to 7
74506,Search,Men 25-34,45,Website,0.07,3.55,Houston,French,Outdoor Adventurers,2/15/21,Greater than or equal to 7
74508,Influencer,Men 18-24,60,Facebook,0.02,5.73,Miami,Mandarin,Outdoor Adventurers,2/17/21,Greater than or equal to 7
74510,Influencer,Men 25-34,60,Website,0.06,3.73,Houston,German,Foodies,2/19/21,Greater than or equal to 7
74511,Display,Women 35-44,60,Google Ads,0.02,2.1,New York,Spanish,Tech Enthusiasts,2/20/21,Greater than or equal to 7
74514,Influencer,All Ages,30,Website,0.13,7.93,Chicago,English,Fashionistas,2/23/21,Greater than or equal to 7
74520,Display,Women 25-34,60,Instagram,0.12,2.25,New York,English,Fashionistas,3/1/21,Greater than or equal to 7
74521,Display,All Ages,60,Email,0.08,3.56,Miami,French,Outdoor Adventurers,3/2/21,Greater than or equal to 7
74522,Display,All Ages,30,Website,0.04,4.52,Chicago,German,Fashionistas,3/3/21,Greater than or equal to 7
74524,Influencer,Women 25-34,60,Facebook,0.07,4.98,Chicago,Spanish,Fashionistas,3/5/21,Greater than or equal to 7
74525,Email,Women 35-44,45,Google Ads,0.09,3.75,New York,Spanish,Outdoor Adventurers,3/6/21,Greater than or equal to 7
74526,Display,Women 35-44,60,YouTube,0.05,2.21,Miami,German,Outdoor Adventurers,3/7/21,Greater than or equal to 7
74530,Email,All Ages,45,Instagram,0.02,3.79,Chicago,Mandarin,Tech Enthusiasts,3/11/21,Greater than or equal to 7
74537,Influencer,Men 25-34,60,Google Ads,0.03,4.94,Miami,Spanish,Health & Wellness,3/18/21,Greater than or equal to 7
74538,Display,Men 18-24,60,Email,0.14,6.76,New York,Mandarin,Tech Enthusiasts,3/19/21,Greater than or equal to 7
74546,Email,Women 25-34,60,Instagram,0.09,4.94,Chicago,Spanish,Outdoor Adventurers,3/27/21,Greater than or equal to 7
74549,Search,All Ages,15,Facebook,0.01,2.93,New York,Spanish,Health & Wellness,3/30/21,Greater than or equal to 7
74551,Social Media,Men 25-34,45,Email,0.02,7.44,Los Angeles,French,Foodies,4/1/21,Greater than or equal to 7
74554,Display,All Ages,30,Facebook,0.15,2.8,Los Angeles,Spanish,Tech Enthusiasts,4/4/21,Greater than or equal to 7
74556,Social Media,All Ages,30,Instagram,0.13,3.97,New York,Mandarin,Health & Wellness,4/6/21,Greater than or equal to 7
74557,Display,Men 18-24,30,Email,0.11,7.33,Houston,Mandarin,Outdoor Adventurers,4/7/21,Greater than or equal to 7
74561,Display,Men 18-24,30,Instagram,0.08,3.99,Los Angeles,French,Foodies,4/11/21,Greater than or equal to 7
74562,Influencer,Men 25-34,45,Instagram,0.12,4.84,Los Angeles,English,Fashionistas,4/12/21,Greater than or equal to 7
74563,Email,Men 18-24,45,Facebook,0.13,4.35,Chicago,Mandarin,Outdoor Adventurers,4/13/21,Greater than or equal to 7
74564,Email,Women 25-34,60,YouTube,0.02,6.7,New York,Spanish,Health & Wellness,4/14/21,Greater than or equal to 7
74566,Display,Women 35-44,60,Website,0.1,2.61,Miami,Spanish,Tech Enthusiasts,4/16/21,Greater than or equal to 7
74568,Influencer,Women 25-34,30,YouTube,0.12,3.76,Los Angeles,German,Fashionistas,4/18/21,Greater than or equal to 7
74569,Search,Women 35-44,60,Facebook,0.14,4.53,Houston,Mandarin,Outdoor Adventurers,4/19/21,Greater than or equal to 7
74570,Search,All Ages,30,Email,0.08,5.36,Miami,Spanish,Foodies,4/20/21,Greater than or equal to 7
74573,Display,Women 25-34,45,Google Ads,0.12,3.97,Houston,Mandarin,Outdoor Adventurers,4/23/21,Greater than or equal to 7
74574,Influencer,Women 35-44,60,Google Ads,0.11,5.44,Los Angeles,English,Fashionistas,4/24/21,Greater than or equal to 7
74577,Search,Men 18-24,45,Email,0.12,4.47,Houston,English,Fashionistas,4/27/21,Greater than or equal to 7
74581,Influencer,Women 25-34,30,Instagram,0.04,2.08,Houston,English,Outdoor Adventurers,5/1/21,Greater than or equal to 7
74582,Display,Men 18-24,45,Website,0.11,3.44,Chicago,English,Health & Wellness,5/2/21,Greater than or equal to 7
74583,Social Media,Men 18-24,15,Email,0.06,2.4,Chicago,Mandarin,Outdoor Adventurers,5/3/21,Greater than or equal to 7
74584,Influencer,All Ages,15,Google Ads,0.08,2.29,Chicago,English,Fashionistas,5/4/21,Greater than or equal to 7
74585,Search,All Ages,60,Facebook,0.08,2.74,Los Angeles,Mandarin,Foodies,5/5/21,Greater than or equal to 7
74595,Search,Men 25-34,45,Google Ads,0.15,5.18,Houston,Mandarin,Outdoor Adventurers,5/15/21,Greater than or equal to 7
74596,Display,Men 18-24,45,Instagram,0.04,3.18,New York,French,Outdoor Adventurers,5/16/21,Greater than or equal to 7
74600,Search,Men 18-24,30,Website,0.02,3.32,Houston,German,Fashionistas,5/20/21,Greater than or equal to 7
74601,Search,All Ages,15,Facebook,0.05,4.04,Chicago,Mandarin,Tech Enthusiasts,5/21/21,Greater than or equal to 7
74602,Influencer,All Ages,30,Email,0.14,4.12,Chicago,Spanish,Tech Enthusiasts,5/22/21,Greater than or equal to 7
74604,Social Media,Women 35-44,30,YouTube,0.09,5.17,Chicago,Mandarin,Fashionistas,5/24/21,Greater than or equal to 7
74605,Social Media,All Ages,60,Instagram,0.08,7.9,Los Angeles,French,Foodies,5/25/21,Greater than or equal to 7
74607,Display,Men 25-34,60,Website,0.07,2.39,Miami,English,Foodies,5/27/21,Greater than or equal to 7
74608,Display,Women 35-44,15,Google Ads,0.15,4.81,Los Angeles,English,Outdoor Adventurers,5/28/21,Greater than or equal to 7
74610,Email,Men 18-24,30,Google Ads,0.05,7.05,Los Angeles,German,Foodies,5/30/21,Greater than or equal to 7
74611,Search,Women 35-44,30,YouTube,0.02,4.46,Chicago,French,Fashionistas,5/31/21,Greater than or equal to 7
74614,Search,Men 25-34,15,Email,0.07,3.01,Miami,English,Health & Wellness,6/3/21,Greater than or equal to 7
74615,Display,Women 25-34,60,Google Ads,0.09,4.04,Houston,Mandarin,Tech Enthusiasts,6/4/21,Greater than or equal to 7
74616,Social Media,Men 25-34,60,Email,0.02,7.57,Houston,Mandarin,Foodies,6/5/21,Greater than or equal to 7
74618,Influencer,Men 18-24,60,YouTube,0.11,3.8,Miami,Mandarin,Foodies,6/7/21,Greater than or equal to 7
74622,Social Media,Women 35-44,30,Instagram,0.07,6.64,Los Angeles,Mandarin,Fashionistas,6/11/21,Greater than or equal to 7
74624,Email,Women 35-44,30,YouTube,0.03,5.09,Houston,Spanish,Health & Wellness,6/13/21,Greater than or equal to 7
74625,Email,Men 25-34,45,Instagram,0.12,7.08,Los Angeles,Spanish,Health & Wellness,6/14/21,Greater than or equal to 7
74626,Influencer,Women 25-34,45,YouTube,0.05,6.91,Miami,Spanish,Foodies,6/15/21,Greater than or equal to 7
74628,Social Media,Women 35-44,30,Instagram,0.1,4.02,Los Angeles,Mandarin,Health & Wellness,6/17/21,Greater than or equal to 7
74630,Search,Women 25-34,30,Website,0.04,5.41,Houston,French,Health & Wellness,6/19/21,Greater than or equal to 7
74633,Search,Women 35-44,45,Email,0.01,7.26,Miami,English,Outdoor Adventurers,6/22/21,Greater than or equal to 7
74638,Influencer,Women 35-44,60,Website,0.11,3.85,Los Angeles,Spanish,Foodies,6/27/21,Greater than or equal to 7
74639,Influencer,All Ages,60,Google Ads,0.05,4.84,Houston,German,Foodies,6/28/21,Greater than or equal to 7
74641,Email,Women 25-34,30,YouTube,0.14,3.68,Chicago,French,Health & Wellness,6/30/21,Greater than or equal to 7
74643,Display,Men 18-24,30,Facebook,0.09,2.65,Houston,Spanish,Fashionistas,7/2/21,Greater than or equal to 7
74644,Email,Men 18-24,30,Instagram,0.11,2.48,Houston,English,Foodies,7/3/21,Greater than or equal to 7
74645,Display,Women 25-34,45,Instagram,0.1,5.42,New York,Spanish,Foodies,7/4/21,Greater than or equal to 7
74649,Social Media,Men 18-24,60,Website,0.06,2.36,Chicago,German,Fashionistas,7/8/21,Greater than or equal to 7
74652,Social Media,Women 35-44,15,Google Ads,0.09,4.67,Houston,English,Outdoor Adventurers,7/11/21,Greater than or equal to 7
74655,Display,Women 35-44,60,Email,0.07,7.74,Houston,German,Outdoor Adventurers,7/14/21,Greater than or equal to 7
74656,Social Media,All Ages,15,Email,0.09,7.73,New York,French,Foodies,7/15/21,Greater than or equal to 7
74661,Email,All Ages,30,Facebook,0.04,3.87,Los Angeles,French,Health & Wellness,7/20/21,Greater than or equal to 7
74664,Email,Women 35-44,30,YouTube,0.11,4.83,Los Angeles,English,Health & Wellness,7/23/21,Greater than or equal to 7
74665,Display,All Ages,30,YouTube,0.04,3.97,Miami,German,Outdoor Adventurers,7/24/21,Greater than or equal to 7
74666,Social Media,All Ages,60,Google Ads,0.02,7.39,Miami,Spanish,Health & Wellness,7/25/21,Greater than or equal to 7
74667,Search,All Ages,60,Instagram,0.06,3.58,Miami,English,Foodies,7/26/21,Greater than or equal to 7
74669,Display,Men 25-34,45,Facebook,0.02,4.42,Houston,English,Outdoor Adventurers,7/28/21,Greater than or equal to 7
74670,Search,Women 35-44,15,Facebook,0.03,6.01,New York,English,Outdoor Adventurers,7/29/21,Greater than or equal to 7
74671,Search,Men 18-24,45,YouTube,0.1,7.9,Chicago,English,Outdoor Adventurers,7/30/21,Greater than or equal to 7
74677,Email,Men 18-24,45,YouTube,0.1,4.73,Houston,English,Outdoor Adventurers,8/5/21,Greater than or equal to 7
74682,Influencer,All Ages,60,Instagram,0.1,4.47,New York,English,Health & Wellness,8/10/21,Greater than or equal to 7
74686,Display,All Ages,60,Facebook,0.02,6.77,Houston,German,Tech Enthusiasts,8/14/21,Greater than or equal to 7
74690,Email,All Ages,45,YouTube,0.05,6.34,Miami,English,Tech Enthusiasts,8/18/21,Greater than or equal to 7
74692,Search,Men 25-34,45,Email,0.15,2.97,Miami,Spanish,Tech Enthusiasts,8/20/21,Greater than or equal to 7
74693,Influencer,Men 25-34,45,Instagram,0.12,5.97,Los Angeles,French,Fashionistas,8/21/21,Greater than or equal to 7
74696,Email,Men 25-34,15,YouTube,0.14,5.06,Los Angeles,English,Health & Wellness,8/24/21,Greater than or equal to 7
74697,Display,Women 35-44,45,YouTube,0.07,2.49,Houston,French,Health & Wellness,8/25/21,Greater than or equal to 7
74698,Display,Women 25-34,15,Facebook,0.01,3.09,Houston,English,Outdoor Adventurers,8/26/21,Greater than or equal to 7
74701,Search,Women 35-44,30,Website,0.04,5.97,Houston,English,Foodies,8/29/21,Greater than or equal to 7
74703,Search,Men 25-34,30,Instagram,0.07,4.33,Houston,French,Tech Enthusiasts,8/31/21,Greater than or equal to 7
74704,Display,Men 25-34,45,Facebook,0.11,3.37,Los Angeles,English,Fashionistas,9/1/21,Greater than or equal to 7
74707,Display,Women 25-34,30,Website,0.1,4.23,Los Angeles,Mandarin,Outdoor Adventurers,9/4/21,Greater than or equal to 7
74709,Influencer,All Ages,15,Website,0.09,7.24,New York,Mandarin,Outdoor Adventurers,9/6/21,Greater than or equal to 7
74712,Social Media,Men 18-24,60,Facebook,0.13,6.31,Houston,Mandarin,Outdoor Adventurers,9/9/21,Greater than or equal to 7
74718,Email,Men 18-24,60,Facebook,0.14,4.49,Chicago,German,Health & Wellness,9/15/21,Greater than or equal to 7
74720,Search,All Ages,30,Website,0.09,7.81,Houston,German,Foodies,9/17/21,Greater than or equal to 7
74722,Display,Women 25-34,30,YouTube,0.14,4.92,New York,English,Health & Wellness,9/19/21,Greater than or equal to 7
74723,Display,Men 18-24,15,Instagram,0.06,5.49,Chicago,Spanish,Tech Enthusiasts,9/20/21,Greater than or equal to 7
74725,Email,Men 25-34,15,Instagram,0.11,3.61,Chicago,German,Fashionistas,9/22/21,Greater than or equal to 7
74728,Email,Women 35-44,45,Facebook,0.05,4.17,Houston,Spanish,Fashionistas,9/25/21,Greater than or equal to 7
74729,Display,Men 18-24,45,Facebook,0.12,2.07,New York,French,Outdoor Adventurers,9/26/21,Greater than or equal to 7
74734,Email,Men 18-24,15,Facebook,0.03,3.62,Miami,English,Fashionistas,10/1/21,Greater than or equal to 7
74737,Search,All Ages,60,Instagram,0.08,6.61,Los Angeles,French,Fashionistas,10/4/21,Greater than or equal to 7
74738,Search,Women 25-34,30,Email,0.12,6.07,Miami,German,Health & Wellness,10/5/21,Greater than or equal to 7
74742,Search,Women 25-34,60,Email,0.01,4.02,Houston,French,Outdoor Adventurers,10/9/21,Greater than or equal to 7
74743,Social Media,Men 18-24,45,Website,0.08,4.65,Los Angeles,Spanish,Health & Wellness,10/10/21,Greater than or equal to 7
74745,Search,Women 25-34,60,Email,0.08,3.46,Miami,German,Tech Enthusiasts,10/12/21,Greater than or equal to 7
74749,Search,All Ages,60,Website,0.08,7.13,New York,French,Health & Wellness,10/16/21,Greater than or equal to 7
74751,Email,All Ages,60,Email,0.11,5.29,Miami,Spanish,Fashionistas,10/18/21,Greater than or equal to 7
74754,Display,Men 25-34,30,Facebook,0.1,3.25,Chicago,Mandarin,Outdoor Adventurers,10/21/21,Greater than or equal to 7
74764,Display,Women 35-44,60,Email,0.11,6.55,Houston,Mandarin,Health & Wellness,10/31/21,Greater than or equal to 7
74766,Social Media,Women 25-34,30,YouTube,0.03,2.2,Los Angeles,German,Foodies,11/2/21,Greater than or equal to 7
74767,Influencer,Men 18-24,45,Email,0.14,3.72,Chicago,German,Health & Wellness,11/3/21,Greater than or equal to 7
74768,Email,All Ages,45,Instagram,0.11,6.27,New York,English,Foodies,11/4/21,Greater than or equal to 7
74769,Search,Women 25-34,60,Website,0.1,6.95,New York,English,Fashionistas,11/5/21,Greater than or equal to 7
74770,Influencer,Women 35-44,15,Email,0.07,7.43,Los Angeles,Spanish,Foodies,11/6/21,Greater than or equal to 7
74774,Influencer,Men 18-24,30,Google Ads,0.07,4.85,Houston,English,Outdoor Adventurers,11/10/21,Greater than or equal to 7
74776,Influencer,Men 25-34,15,Facebook,0.01,7.98,Houston,French,Outdoor Adventurers,11/12/21,Greater than or equal to 7
74779,Email,Women 35-44,60,Facebook,0.15,2.61,Los Angeles,French,Foodies,11/15/21,Greater than or equal to 7
74781,Social Media,Women 25-34,15,Email,0.03,2.97,Los Angeles,English,Foodies,11/17/21,Greater than or equal to 7
74782,Influencer,All Ages,15,Instagram,0.08,7.62,Miami,French,Health & Wellness,11/18/21,Greater than or equal to 7
74791,Influencer,Women 35-44,60,Instagram,0.04,7.6,Houston,English,Foodies,11/27/21,Greater than or equal to 7
74792,Search,Women 25-34,15,Facebook,0.11,3.41,Houston,English,Tech Enthusiasts,11/28/21,Greater than or equal to 7
74796,Display,Women 25-34,15,Website,0.06,5.06,Miami,Spanish,Fashionistas,12/2/21,Greater than or equal to 7
74799,Email,Women 25-34,45,Instagram,0.02,3.49,New York,French,Foodies,12/5/21,Greater than or equal to 7
74800,Influencer,All Ages,60,YouTube,0.04,4.03,Miami,Spanish,Fashionistas,12/6/21,Greater than or equal to 7
74806,Social Media,Women 25-34,45,Facebook,0.12,7.04,Miami,Mandarin,Health & Wellness,12/12/21,Greater than or equal to 7
74807,Display,All Ages,15,Google Ads,0.02,2.95,New York,German,Fashionistas,12/13/21,Greater than or equal to 7
74810,Search,Men 25-34,45,Email,0.08,7.45,Miami,French,Health & Wellness,12/16/21,Greater than or equal to 7
74812,Influencer,Women 35-44,60,Website,0.08,3.33,Houston,Mandarin,Foodies,12/18/21,Greater than or equal to 7
74816,Social Media,Men 18-24,15,Instagram,0.11,7.61,Miami,French,Fashionistas,12/22/21,Greater than or equal to 7
74817,Influencer,Women 35-44,30,YouTube,0.02,5.49,Houston,Mandarin,Health & Wellness,12/23/21,Greater than or equal to 7
74818,Social Media,Women 25-34,30,YouTube,0.07,7.71,Houston,English,Outdoor Adventurers,12/24/21,Greater than or equal to 7
74819,Display,Men 25-34,30,Website,0.03,4.22,New York,German,Health & Wellness,12/25/21,Greater than or equal to 7
74822,Search,Women 35-44,45,Instagram,0.1,6.31,New York,German,Tech Enthusiasts,12/28/21,Greater than or equal to 7
74826,Search,Women 25-34,30,Google Ads,0.08,4.85,Houston,Spanish,Tech Enthusiasts,1/1/21,Greater than or equal to 7
74828,Search,Women 35-44,60,Google Ads,0.06,7.44,Chicago,Mandarin,Foodies,1/3/21,Greater than or equal to 7
74830,Social Media,Women 35-44,45,YouTube,0.13,4.91,Houston,English,Outdoor Adventurers,1/5/21,Greater than or equal to 7
74833,Social Media,All Ages,60,Instagram,0.02,4.51,Miami,Spanish,Health & Wellness,1/8/21,Greater than or equal to 7
74834,Social Media,Men 18-24,15,Google Ads,0.09,3.03,Los Angeles,German,Foodies,1/9/21,Greater than or equal to 7
74835,Display,Women 35-44,45,YouTube,0.13,5.06,New York,Mandarin,Outdoor Adventurers,1/10/21,Greater than or equal to 7
74839,Influencer,Women 35-44,45,Instagram,0.08,5.64,Houston,Spanish,Foodies,1/14/21,Greater than or equal to 7
74841,Influencer,Women 25-34,30,Website,0.03,4.14,Houston,French,Outdoor Adventurers,1/16/21,Greater than or equal to 7
74843,Search,Women 25-34,15,Google Ads,0.1,3.87,Miami,French,Outdoor Adventurers,1/18/21,Greater than or equal to 7
74845,Display,Women 25-34,45,Email,0.08,7.17,Miami,German,Outdoor Adventurers,1/20/21,Greater than or equal to 7
74846,Display,Men 25-34,30,Google Ads,0.14,4.56,Miami,English,Tech Enthusiasts,1/21/21,Greater than or equal to 7
74847,Search,Women 25-34,30,YouTube,0.02,7.26,Houston,French,Tech Enthusiasts,1/22/21,Greater than or equal to 7
74851,Search,Men 25-34,15,Email,0.01,6.61,New York,German,Foodies,1/26/21,Greater than or equal to 7
74852,Social Media,Men 18-24,60,Website,0.05,3.15,New York,English,Foodies,1/27/21,Greater than or equal to 7
74853,Search,Women 25-34,45,Facebook,0.14,2.1,Chicago,Mandarin,Health & Wellness,1/28/21,Greater than or equal to 7
74857,Search,Women 35-44,60,Google Ads,0.12,4.89,Chicago,French,Fashionistas,2/1/21,Greater than or equal to 7
74858,Social Media,Women 25-34,45,Email,0.13,2.43,Chicago,Mandarin,Fashionistas,2/2/21,Greater than or equal to 7
74861,Search,Women 25-34,15,Website,0.13,4.77,Chicago,French,Foodies,2/5/21,Greater than or equal to 7
74863,Social Media,All Ages,30,Google Ads,0.04,3.45,Miami,Mandarin,Outdoor Adventurers,2/7/21,Greater than or equal to 7
74864,Influencer,Women 25-34,45,Google Ads,0.13,3.6,Houston,English,Outdoor Adventurers,2/8/21,Greater than or equal to 7
74866,Search,Men 18-24,15,Google Ads,0.1,2.86,Houston,Spanish,Tech Enthusiasts,2/10/21,Greater than or equal to 7
74867,Social Media,Men 25-34,15,Instagram,0.05,7.29,Los Angeles,Spanish,Foodies,2/11/21,Greater than or equal to 7
74868,Search,Men 18-24,30,Google Ads,0.1,6.28,Houston,English,Outdoor Adventurers,2/12/21,Greater than or equal to 7
74870,Influencer,Women 35-44,15,Instagram,0.07,3.41,Los Angeles,Mandarin,Fashionistas,2/14/21,Greater than or equal to 7
74872,Email,All Ages,15,Email,0.12,6.87,Chicago,French,Fashionistas,2/16/21,Greater than or equal to 7
74873,Display,All Ages,15,YouTube,0.05,6.42,Los Angeles,English,Fashionistas,2/17/21,Greater than or equal to 7
74874,Social Media,Women 35-44,15,Facebook,0.04,3.26,Los Angeles,English,Tech Enthusiasts,2/18/21,Greater than or equal to 7
74880,Display,Men 18-24,60,Facebook,0.07,3.78,Houston,German,Health & Wellness,2/24/21,Greater than or equal to 7
